MORTGAGE_TRDLN_TOTAL,RECENT_OPEN_ACCT_TRDLN_OPEN_TOTAL,TERM_OF_LOAN,ALL_TRDLN_TAGGED_TOTAL,DEROG_TRDLN_TOTAL,INQUIRY_CNT_TOTAL,CREDIT_SCORE_AVG_CALC,FE_RESIDENCE_TOTAL_MONTHS,ALL_CREDIT_HISTORY_MONTHS_TOTAL,CASH_DOWN_CONTRACT,RECENT_OPEN_ACCT_CUR_BAL_OPEN_TOTAL,COLLECTIONS_CUR_BAL_TOTAL,CREDIT_CARD_AVAILABLE_TOTAL,REVOLVING_AVAILABLE_TAGGED_TOTAL,CREDIT_CARD_CREDIT_LIMIT_TOTAL,BANK_CARD_CREDIT_LIMIT_TOTAL,CREDIT_CARD_CUR_BAL_OPEN_TOTAL,INSTALLMENT_MO_PMT_TOTAL,REVOLVING_CUR_BAL_TOTAL,FE_DEBT_TO_INCOME,AUTO_ORIG_BAL_PAID_TOTAL,VEHICLE_MILEAGE,AUTO_ORIG_BAL_MAX_TOTAL,INSTALLMENT_CUR_BAL_TOTAL,PAYMENT_AMOUNT,FE_LTV_BACK,AUTO_PTI_TOTAL,OPB,LTV_FRONT,INQUIRY_RECENT_CNT_TOTAL,DEALER_RESERVE,AUTO_CREDIT_HISTORY_MONTHS_MAX_TOTAL,FE_TOTAL_INCOME,DEROG_CUR_BAL_TOTAL
0,0,61,2,2,12,337,7,70,0,0,0,-6448.04379770456,-2716,0,0,142.95875751511,0,0,0,0,1204.70339130104,8165.09854184488,1390.36553563668,311.765948612174,0.0362385226471817,0.0527932263669598,10598.3958874929,1.01691363115799,5,1,1,3478.14337553773,0
0,0,74,8,3,23,637,39,89,287.57129639913,0,0,2021.42056027465,397.510854319196,692.733854767101,900.751138180496,519.373483635868,1067.83638658613,691.209556422948,0,844.054152929253,26423.4750152574,14750.8972499112,17740.8661454858,456.265196709616,0.0832537908230931,0.113259776035286,22362.9132963795,1.17464906838788,10,2,32,4721.67179343042,485.607207678304
0,0,75,6,5,24,638,29,73,0,0,0,2069.53337978597,404.595825158201,500.840500729502,2387.28905078466,169.786702561343,1169.92806356169,15.4806952280905,0,8341.1457366071,1352.1421704673,14031.4077921507,6904.18744771305,432.441076773094,0.0542614236422364,0.121817874323374,23598.6211467227,1.19785675067336,9,2,22,3951.80560946086,610.377479160929
0,0,75,8,4,18,639,40,72,484.577563825826,0,0,2085.00545897837,349.237497584875,3357.98827803503,1667.34523694947,528.817995709803,1039.03514915653,180.312282804412,342.335585934918,6158.33057059939,8091.99459999776,13743.5826254171,14191.7021842908,422.876168447318,0.0739290380602614,0.131621947186137,21910.3595554684,1.18458910432481,10,2,35,4281.0303748183,1001.82232515155
0,0,75,8,3,18,645,39,78,131.057420341608,0,0,2062.82274704645,545.652872147115,1788.78888361289,3778.77949545971,410.97257737235,1338.22986316056,671.250549650935,0,8787.1558653301,17626.3057591654,15365.7441783524,17164.9962510529,457.124880386096,0.129613045778617,0.107688824272014,22951.5021243548,1.17536497789151,8,2,27,3824.51588326065,0
0,0,75,9,4,17,636,30,111,457.274683923729,0,0,2083.73361300904,523.11314965018,2062.86820904624,465.351436907149,418.734987398381,1348.05065554399,0,0,6242.73561401354,24555.3268456557,13209.7068896517,7875.71033904433,477.87836612234,0.0594277324561472,0.125479096137927,21888.5276785663,1.17889388740013,9,2,33,4791.22807790176,1262.45644686984
0,0,75,8,5,18,644,24,84,0,0,0,2075.92956135953,597.457367244815,3434.6205966951,1363.09068346732,637.678190947707,1121.99928207021,0,418.05803107638,9642.29382127156,19014.9434793809,18431.3856236527,17156.5225435943,424.740692759614,0.0921956347809113,0.124197013887978,25161.6364205752,1.17167676969772,9,2,40,4585.95330358871,1619.49106178145
0,0,74,7,5,18,639,31,110,536.240807855213,0,17.4760841528086,2038.55706061938,470.468825979926,3174.40758931389,2151.53506421492,739.168707021948,1384.35432920792,0,182.194675261105,10425.004316123,20531.2603038096,14406.2269210731,19342.9583395574,459.578200690266,0.0576589637226446,0.119495536528005,21984.5527001977,1.1610631028591,9,2,28,3666.46725665965,1157.07868960951
0,0,75,6,4,22,642,42,102,285.837037922193,0,0,2014.64102699025,609.514001421791,1008.8898592069,3657.75638102087,530.607180738678,1245.39096960647,0,93.2443653712985,9444.92848372235,10278.3460963002,17382.5038306972,16291.836919674,470.512096918435,0.120826819852362,0.109152417503784,21994.6208939001,1.18954458708764,8,2,39,3755.68259832515,1569.55725636416
0,0,75,6,4,16,639,29,83,0,0,0,2083.61975967303,542.03567558479,3336.78681415242,473.368365814016,760.6624523194,1055.21009875735,748.026750894856,327.429591503861,2557.95518049183,7077.85975191051,19651.4227756125,6742.74539426443,438.168785375555,0.0617433664780078,0.107472729555454,23385.9982761808,1.18659423931162,9,2,35,4295.29181218873,1419.16183919061
0,0,75,8,3,21,643,30,79,57.5416748307309,0,0,2064.10967787274,536.559166181673,3235.70848653964,629.803051383749,755.451112610496,1222.73566873598,78.6301411709501,66.8516999611853,2758.77488286223,2377.17564468817,13008.9548739644,18639.3222487732,476.211934113416,0.12938736707751,0.110049497539718,25638.0576601671,1.16574510435761,10,2,41,3741.32200497386,0
0,0,75,8,4,21,646,26,73,146.110386305954,0,0,2065.51464599193,429.166081722243,2859.63988019322,2575.50903279032,499.57031058844,1146.53499477742,149.093114053565,253.406619537683,9561.7522405001,2608.94061493589,15646.223430493,16932.0455885754,480.237657549588,0.0713723558485193,0.131859246259312,23407.2506021603,1.18537863971089,9,2,28,3942.9147459042,0
0,0,75,6,3,23,636,39,84,281.195022499761,0,0,2037.52582326262,362.404755731078,1698.7218276543,2542.40697304667,772.180844058558,1034.83843843433,0,397.51711407176,6110.8894277752,9351.99077900432,19352.1012606984,16921.4293193274,478.698136042918,0.089524751836899,0.110641783921287,22673.924748881,1.19079505254152,10,2,31,4778.71587919633,919.863155877504
0,0,75,9,3,20,639,37,89,0,0,0,2071.57736195305,317.20166469159,795.573220402295,2361.24811318378,685.066190668715,1130.11427500559,0,257.443863206531,8635.65181173362,22660.8661072391,13257.9034428496,12406.106898783,471.481007554973,0.0771556527717072,0.122106557493986,22621.4457052834,1.19610071011171,8,2,32,3787.34379931083,1259.71200854061
0,0,75,6,5,22,638,25,88,462.086137058426,0,23.8396549996203,2034.03033352095,437.902330423378,994.87232036792,2451.35807367559,195.791679817315,1173.29658291508,0,0,13013.3684539589,11268.1359373283,17898.5106022094,6612.63212973101,427.446128256175,0.0727176439620911,0.123571667917263,21742.4387781516,1.16169537867058,8,2,37,3975.59946499686,1129.27673851446
0,0,75,7,5,23,641,34,113,0,0,0,2079.57883732028,477.724863876618,2424.09060782827,3909.5633947114,224.787267945239,1249.43097905932,0,405.312516063007,5570.32202354452,14259.6274379075,17417.7776683171,16634.2281785941,423.179283596388,0.0885526990520841,0.113216747597445,23372.7563225437,1.19006995264907,10,2,37,4052.5234912025,84.7080324197641
0,0,75,8,3,17,638,41,83,456.415369795109,0,0,2023.87398692056,562.625607737273,3474.56942393363,1321.57067092554,347.691130587797,1380.70839469962,444.056868360034,287.990126890082,7037.88364509589,20771.0156050423,17411.8408019148,10376.5400061293,439.336317613472,0.0863217725562233,0.120601729124615,22172.8708331323,1.17425890248872,9,2,34,4151.62125636344,1151.58514869495
0,0,75,6,4,17,644,43,100,199.041339097653,0,25.2923056786794,2073.07234841943,327.112065965771,2964.8524099075,2772.77397964168,339.454391425753,1366.97606329419,350.577195827469,326.067566826117,7901.56661651499,28050.8196466399,16630.4786680238,9182.2329850787,461.899862500416,0.0708331126312895,0.126841151544507,24582.9420702095,1.16220986849026,8,2,29,4270.65342780794,842.231883927343
0,0,75,9,5,18,646,29,81,154.706550535446,0,0,2038.98229419731,490.595011791352,2545.89234731038,2085.7440192528,179.659679734342,1147.27012713417,0,410.758871720261,1060.27761264421,7596.30768777703,15810.8159940619,13266.1575295412,470.367111862218,0.0999310320902321,0.127457742918355,25023.7955115634,1.18794937527343,10,2,33,3731.9602179329,0
0,0,75,9,5,21,637,37,90,0,0,15.7508208075033,2040.90924912178,517.502868791068,2269.22377900308,1425.46038618267,591.93815821701,1111.20491311669,687.11329756102,303.140954710631,1943.17505802121,8845.55844213513,17096.2450830065,9027.63676621042,451.90634470673,0.130558133599062,0.121531828815117,22844.5540763103,1.19168221150393,10,2,25,4724.0822271243,425.436243216829
0,0,75,7,4,17,640,42,110,9.43399785197857,0,0,2049.90469900159,513.370353724337,405.328500652307,1352.01351458595,433.94495608122,1147.43634701828,0,327.727879214637,4589.86322365042,23401.3421401744,17734.5955031516,14448.4964313197,456.535177729837,0.0600855106806855,0.132371478501608,22393.7316947126,1.18361096328564,8,2,41,4672.1722032377,720.068200601469
0,0,75,7,3,20,639,25,80,0,0,21.1859248552601,2037.96729586833,329.844943433299,3566.85636736668,2284.61069888929,707.936199573238,1330.88657928993,435.105501399728,202.409490826608,8057.01798330863,15589.996181436,18223.6517294837,16520.9959231176,477.51341941248,0.075700889600356,0.109251949448661,21651.1514680884,1.16341742802266,8,2,30,3999.21136568478,1207.802625958
0,0,75,8,3,19,647,43,106,527.798764745875,0,0,2070.51891775146,401.336633229573,450.596722045175,3691.84583670052,398.909228142949,1176.62787511203,0,120.47555003487,6393.19479108031,6908.45666103631,15090.0814467283,18972.7411886341,427.764315890062,0.0946477906690542,0.110343952423057,24842.8270811719,1.17952609387415,8,2,26,4763.07693794441,0
0,0,75,6,5,20,641,26,92,201.084721780128,0,2.77678203854089,2064.5099949769,577.488323015515,2179.36501196272,1905.64396334447,614.281634274118,1230.1220293549,0,112.460944631796,7626.71436336114,5293.74946746648,18866.6306538238,10080.7432353186,419.449947028852,0.128505787122579,0.11634243295922,25567.9666826685,1.17616575940763,9,2,25,4055.52497627954,1358.75354913612
0,0,75,9,3,17,636,32,97,268.773708090611,0,28.4562732781965,2054.08542623234,358.689485213284,3603.30246303288,2699.21586475514,268.530241626802,1035.44153850858,0,71.6302564177791,2235.66231489687,4461.46925169209,13044.8620915012,16804.4503015419,432.077950726483,0.0983169842831813,0.122206878971882,24323.0187718302,1.1772054588421,8,2,26,4385.99094902602,1417.73771467434
0,0,75,9,8,31,653,63,168,1488.09046920089,0,524.477554671399,2265.91340547441,2130.16835325365,8769.98811707085,12604.1318753462,3058.41230898106,1946.05225904784,1792.94136023021,811.762893741647,16471.8117248495,48382.9872164723,21369.4716165724,28181.5902855043,499.827229605803,0.133476138202198,0.152218562145857,28186.8796965065,1.20026623149618,12,2,60,4868.29798545743,6526.5167703404
1,0,75,15,11,40,658,52,121,1028.32353804394,0,168.385786409698,2310.22170816867,1697.49710217701,12996.5932691713,15288.6250165695,2797.83747124477,1477.84328614729,2982.74549533123,483.950353311069,16346.1651458243,52508.6597113056,26636.4756834466,41653.4746654965,496.063628197621,0.140796087884894,0.152047927858256,26766.8757004837,1.21047383250214,13,2,46,6065.45446436576,3185.69532835262
0,1,75,10,8,39,649,63,117,1634.97497418287,0,490.622384914435,2195.68194583023,2134.89394822985,5798.04836585581,5231.96232219349,2371.18112739652,1645.09796244226,1212.45233418243,643.896035772727,35724.0093502942,49876.9575668815,24731.0915983539,21594.8256451385,513.148197616594,0.17695716047138,0.159178081007304,29011.8092283141,1.20947115313192,10,2,43,6492.88748153271,3935.20251333419
1,0,75,12,8,30,662,52,149,890.365650744593,0,161.651098175392,2397.5258440295,1569.79093904594,6200.0445651003,5315.18630529471,1340.29385055299,1880.91279253398,5508.22760287547,700.370689853277,39151.7774441527,56019.2088487272,26692.5784579443,37526.9660464345,528.309628218445,0.144733555129576,0.163762696664991,28857.6203876611,1.20826090193823,12,2,57,6025.13823733333,5364.43798490956
1,1,75,14,9,38,652,84,153,769.228698497975,0,1236.50848904749,2579.75768479258,1481.57507689048,7148.63814217397,7991.07147691953,2748.46295374299,1525.18260507506,4155.18182994036,810.477787176825,20770.5680937387,42483.7161243646,23237.4390834686,27740.2899717494,509.401392691858,0.134769222525894,0.162582342015661,28884.0836561467,1.20946261966776,12,2,53,5020.9430021163,1982.7345360558
1,1,75,12,8,30,653,85,154,1876.62634258607,0,1214.37719175366,2581.33883128688,2000.00608432312,7499.50319139739,15353.6972366919,1192.33193887703,2069.06028612022,865.003675435428,507.26787509263,15345.0322117133,55316.0343490435,25801.6377167571,21888.2172310843,548.397132008657,0.14038195033279,0.168911164625168,26242.545026504,1.21209995960973,15,2,61,5014.83321943623,3431.70704609951
0,0,75,13,7,28,655,104,134,624.344225600933,0,910.731055157322,2551.60151945464,841.099433803113,7211.02764831576,4844.06136839071,1908.79725010929,1919.84440675013,5567.81533832124,818.004149471861,33168.2897184616,51725.6301231995,23495.6090758471,27826.6669884139,527.033891347138,0.170376500477563,0.134327645760853,28254.5816626321,1.20401154905993,12,2,59,5366.79074821821,6641.7062888155
1,0,75,15,6,30,650,103,133,1594.34944584348,0,539.535541090936,2302.54138304419,991.142379572865,12246.3445596881,7252.30595003066,2203.31225921669,1784.90156109,1890.25912401233,954.195374687118,31673.7713854616,51851.8949021242,23710.4742686408,36402.842814112,514.697084083068,0.166733641701296,0.163837824229322,27870.6441868077,1.20153507445034,14,2,46,5875.55604144403,5672.40759145632
0,0,75,10,7,35,662,67,144,674.60797509625,0,1045.29830755638,2387.3516546469,2124.2262291702,8996.71761975143,10502.8593061658,967.196530380053,1421.03438768671,843.198209394235,516.048174179605,33683.0930823548,39341.452243667,23007.0633965178,30726.5942399174,508.567253354726,0.139156964296839,0.164477921553072,26640.3346918912,1.20394906166599,13,2,54,5364.09422602682,3856.67420343352
0,0,75,11,6,32,653,107,138,1658.35242936661,0,603.207933372736,2430.31017721438,632.973763822903,9300.20293218526,15605.8094391772,2573.41705697649,1411.75356314371,1948.97678881086,920.583475042004,27800.0419550566,31427.0400127666,21955.0846865476,24791.9176491817,517.928498231818,0.177897436185289,0.156268190028068,27633.9835906402,1.20157735534887,15,2,60,6005.6377622972,6144.99894880198
0,0,75,14,10,35,651,75,135,1590.80636471151,0,38.8152037997052,2366.33529613234,1198.54688553555,11728.6491262712,10110.3060316026,1240.81972814822,1454.2056903407,2159.61617055056,523.898251945751,26157.4605383987,53940.6996597652,24707.1005336516,37262.8088477082,521.726661384807,0.189258325430175,0.144179265080689,26470.3972174274,1.21152507622626,14,2,47,6459.4978344434,4798.46887842891
1,1,75,14,8,29,654,51,143,1751.45927069637,0,650.313763569676,2201.03367096601,1392.25284968919,8503.30531159681,7766.81977027161,1881.25409531332,1620.79135683749,3793.05560382428,576.216750935578,37153.0886362488,47337.376230238,21032.0734152502,34979.6136906879,497.246306377444,0.191743364117954,0.160517255115919,28034.7361252241,1.21341419755459,15,2,66,5864.67848621537,3442.34108711932
0,1,75,11,7,32,650,91,171,1462.23992640701,0,1470.06377803078,2383.08410047849,1313.67920887746,4156.17511512023,12489.574703143,2130.50547077406,1938.25418876858,3113.7316629159,688.451755076925,35628.2901563961,53632.0508022896,24512.516329959,28008.1804504681,535.990462522741,0.135283513055291,0.158961630142104,28484.6958226047,1.19935683208011,13,2,50,5856.9357933724,2348.26204316648
0,1,75,14,6,28,654,103,146,1628.51599927677,0,389.603767894897,2563.50573171364,2065.71851158451,6495.70812677892,13432.3234615087,3046.83395298047,1949.43203565937,3444.48712648272,818.191944379705,38390.5341777238,55410.1851080319,21901.7296586885,30835.7846339396,530.346554045246,0.161663498581959,0.149730507998438,26036.5758115983,1.20018042337776,12,2,46,5134.43163702655,6674.74912981437
0,1,75,9,8,37,653,77,129,1880.61127930789,0,186.740177893113,2592.13659062167,2128.71689450547,6483.6793225375,14270.2958700316,3030.49296668027,1433.68426233839,1178.93894617182,534.963442543639,22508.0926908018,46945.2379811596,24701.9792859272,37152.0015635309,543.243377896164,0.196323601679628,0.153610045177789,29812.1210291586,1.21286745960102,11,2,65,5960.97044403509,1729.33656375012
0,0,75,13,9,34,662,79,153,1272.93880626048,0,336.841532210034,2240.7956327188,866.045971293439,8957.81146645585,15436.4584725204,1099.53562580907,1982.25507521288,2226.5513407407,449.389990835421,30995.510325453,34092.5834531896,23524.018082114,29574.2183153402,554.06249786464,0.133288401244694,0.141257376005698,28157.3907292559,1.20086083733478,13,2,43,5762.36921247396,7181.34925224338
0,0,75,10,11,26,652,96,144,1367.04185097743,0,878.344356086008,2627.9017285913,1281.30948099159,4690.24439855411,8612.24798664414,1655.01306033903,1990.68303995619,2454.55068854131,478.281068776744,15393.1401799268,41980.2462100924,23775.11803331,23905.5853370439,491.879679171396,0.187545695399186,0.137475986157919,27138.5154958378,1.21152196123818,13,2,54,5354.91897635087,1866.77339725076
0,1,75,15,6,37,652,58,127,1122.8022886314,0,973.438566470148,2572.35470255694,2033.31881389992,11622.2107057829,6808.82199423573,2650.63441375659,1654.09717732119,2459.48861713274,666.925017878097,34639.1351013129,45989.0909080862,21738.1884331103,19960.2129085042,554.39356306729,0.149142940571499,0.16553639767196,29066.0219948624,1.21198600006063,14,2,48,5847.7615453641,4081.77783989116
0,1,75,10,11,33,650,48,149,1157.83918286078,0,400.124746560936,2621.51029170845,1771.08897043859,5719.26001192536,5172.15553508784,2784.15603851364,1935.084076195,2477.7713021808,706.701602686544,39268.1842593872,37601.3267988428,23539.2456136409,27220.691859669,498.041264089888,0.19627186669891,0.13446970157898,28074.8213485178,1.20280853680992,13,2,58,6008.45941016363,1995.36295228594
1,0,75,14,7,38,649,77,126,579.265038302723,0,272.419187674472,2136.46952824362,1880.62695302121,7724.12255541029,9940.54230310965,847.789076066827,2076.06372064677,1412.79121927284,682.047369472891,15679.2059634483,51689.1295668609,25611.6504725293,37280.6969032235,483.248001351873,0.151990967325651,0.149770055451249,26331.8939211834,1.2046921308501,13,2,60,5214.19730079943,3538.57495545238
