TERM_OF_LOAN,Profitability,Origination_year,YEAR,Months_elapsed,CREDIT_SCORE_BUCKET,OPB,PAYMENT_AMOUNT,AUTO_PTI_TOTAL
75.0,4588.984082652843,2022.0,2024.0,24.0,601-660,21852.305155489732,724.3594269448073,9.24989864876709
75.0,2895.1982470734497,2022.0,2025.0,36.0,601-660,13159.992032152044,724.3594269448073,9.24989864876709
75.0,1027.566149027302,2022.0,2026.0,48.0,601-660,4467.678908814356,724.3594269448073,9.24989864876709
75.0,0.0,2022.0,2027.0,60.0,601-660,0.0,724.3594269448073,9.24989864876709
75.0,0.0,2022.0,2028.0,72.0,601-660,0.0,724.3594269448073,9.24989864876709
75.0,0.0,2022.0,2029.0,84.0,601-660,0.0,724.3594269448073,9.24989864876709
48.0,0.0631137001470205,2022.0,2022.0,0.0,<600,20165.041742497975,402.7453028728145,13.47369960798311
48.0,3066.4196216048404,2022.0,2023.0,12.0,<600,15332.098108024202,402.7453028728145,13.47369960798311
48.0,2204.82243944559,2022.0,2024.0,24.0,<600,10499.154473550429,402.7453028728145,13.47369960798311
48.0,1246.5663845968638,2022.0,2025.0,36.0,<600,5666.210839076653,402.7453028728145,13.47369960798311
48.0,0.0,2022.0,2026.0,48.0,<600,0.0,402.7453028728145,13.47369960798311
48.0,0.0,2022.0,2027.0,60.0,<600,0.0,402.7453028728145,13.47369960798311
48.0,0.0,2022.0,2028.0,72.0,<600,0.0,402.7453028728145,13.47369960798311
48.0,0.0,2022.0,2029.0,84.0,<600,0.0,402.7453028728145,13.47369960798311
28.0,0.004013060058289997,2022.0,2022.0,0.0,<600,15980.894722341542,304.8644873671342,9.48596142050355
28.0,2464.5041747871865,2022.0,2023.0,12.0,<600,12322.520873935931,304.8644873671342,9.48596142050355
28.0,1819.4708753613675,2022.0,2024.0,24.0,<600,8664.147025530321,304.8644873671342,9.48596142050355
28.0,0.0,2022.0,2025.0,36.0,<600,0.0,304.8644873671342,9.48596142050355
28.0,0.0,2022.0,2026.0,48.0,<600,0.0,304.8644873671342,9.48596142050355
28.0,0.0,2022.0,2027.0,60.0,<600,0.0,304.8644873671342,9.48596142050355
28.0,0.0,2022.0,2028.0,72.0,<600,0.0,304.8644873671342,9.48596142050355
28.0,0.0,2022.0,2029.0,84.0,<600,0.0,304.8644873671342,9.48596142050355
75.0,0.05523147088551437,2022.0,2022.0,0.0,<600,46505.07058036872,819.2067243366334,11.87814354510817
75.0,7334.917977665825,2022.0,2023.0,12.0,<600,36674.58988832912,819.2067243366334,11.87814354510817
75.0,5637.262931220799,2022.0,2024.0,24.0,<600,26844.109196289523,819.2067243366334,11.87814354510817
75.0,3742.998270934982,2022.0,2025.0,36.0,<600,17013.62850424992,819.2067243366334,11.87814354510817
75.0,1652.1239968083742,2022.0,2026.0,48.0,<600,7183.147812210322,819.2067243366334,11.87814354510817
75.0,0.0,2022.0,2027.0,60.0,<600,0.0,819.2067243366334,11.87814354510817
75.0,0.0,2022.0,2028.0,72.0,<600,0.0,819.2067243366334,11.87814354510817
75.0,0.0,2022.0,2029.0,84.0,<600,0.0,819.2067243366334,11.87814354510817
72.0,0.03045880964842689,2022.0,2022.0,0.0,660+,27778.490428308254,503.65897790459354,8.16404603523959
72.0,4346.916538690627,2022.0,2023.0,12.0,660+,21734.582693453132,503.65897790459354,8.16404603523959
72.0,3295.0417413055816,2022.0,2024.0,24.0,660+,15690.674958598009,503.65897790459354,8.16404603523959
72.0,2122.288789223435,2022.0,2025.0,36.0,660+,9646.767223742885,503.65897790459354,8.16404603523959
72.0,828.6576824441856,2022.0,2026.0,48.0,660+,3602.8594888877633,503.65897790459354,8.16404603523959
72.0,0.0,2022.0,2027.0,60.0,660+,0.0,503.65897790459354,8.16404603523959
72.0,0.0,2022.0,2028.0,72.0,660+,0.0,503.65897790459354,8.16404603523959
72.0,0.0,2022.0,2029.0,84.0,660+,0.0,503.65897790459354,8.16404603523959
75.0,0.08398027263809296,2022.0,2022.0,0.0,660+,32746.099655117236,672.5501048137522,7.09924471983636
75.0,4935.099679470442,2022.0,2023.0,12.0,660+,24675.49839735221,672.5501048137522,7.09924471983636
75.0,3487.028399313308,2022.0,2024.0,24.0,660+,16604.89713958718,672.5501048137522,7.09924471983636
75.0,1877.5450940008743,2022.0,2025.0,36.0,660+,8534.295881822156,672.5501048137522,7.09924471983636
75.0,106.6497635331392,2022.0,2026.0,48.0,660+,463.69462405712693,672.5501048137522,7.09924471983636
75.0,0.0,2022.0,2027.0,60.0,660+,0.0,672.5501048137522,7.09924471983636
75.0,0.0,2022.0,2028.0,72.0,660+,0.0,672.5501048137522,7.09924471983636
75.0,0.0,2022.0,2029.0,84.0,660+,0.0,672.5501048137522,7.09924471983636
48.0,0.019748546243958623,2022.0,2022.0,0.0,601-660,20053.303101685317,404.6895572530932,15.63405219198541
48.0,3039.4056829296396,2022.0,2023.0,12.0,601-660,15197.028414648197,404.6895572530932,15.63405219198541
48.0,2171.5582827983267,2022.0,2024.0,24.0,601-660,10340.75372761108,404.6895572530932,15.63405219198541
48.0,1206.5853889262717,2022.0,2025.0,36.0,601-660,5484.479040573962,404.6895572530932,15.63405219198541
48.0,0.0,2022.0,2026.0,48.0,601-660,0.0,404.6895572530932,15.63405219198541
48.0,0.0,2022.0,2027.0,60.0,601-660,0.0,404.6895572530932,15.63405219198541
48.0,0.0,2022.0,2028.0,72.0,601-660,0.0,404.6895572530932,15.63405219198541
48.0,0.0,2022.0,2029.0,84.0,601-660,0.0,404.6895572530932,15.63405219198541
75.0,0.0931858568048675,2022.0,2022.0,0.0,601-660,17766.277485825474,340.35116586005324,9.96619947058581
75.0,2736.412699100967,2022.0,2023.0,12.0,601-660,13682.063495504835,340.35116586005324,9.96619947058581
75.0,2015.548396088681,2022.0,2024.0,24.0,601-660,9597.849505184196,340.35116586005324,9.96619947058581
75.0,1212.9998132699827,2022.0,2025.0,36.0,601-660,5513.635514863558,340.35116586005324,9.96619947058581
75.0,328.7669506448713,2022.0,2026.0,48.0,601-660,1429.4215245429186,340.35116586005324,9.96619947058581
75.0,0.0,2022.0,2027.0,60.0,601-660,0.0,340.35116586005324,9.96619947058581
75.0,0.0,2022.0,2028.0,72.0,601-660,0.0,340.35116586005324,9.96619947058581
75.0,0.0,2022.0,2029.0,84.0,601-660,0.0,340.35116586005324,9.96619947058581
48.0,0.01800100543179738,2022.0,2022.0,0.0,601-660,34980.078924543865,551.973603611368,14.94871927491169
48.0,5671.27913624149,2022.0,2023.0,12.0,601-660,28356.395681207447,551.973603611368,14.94871927491169
48.0,4563.869611952917,2022.0,2024.0,24.0,601-660,21732.712437871032,551.973603611368,14.94871927491169
48.0,3323.986422797615,2022.0,2025.0,36.0,601-660,15109.029194534614,551.973603611368,14.94871927491169
48.0,0.0,2022.0,2026.0,48.0,601-660,0.0,551.973603611368,14.94871927491169
48.0,0.0,2022.0,2027.0,60.0,601-660,0.0,551.973603611368,14.94871927491169
48.0,0.0,2022.0,2028.0,72.0,601-660,0.0,551.973603611368,14.94871927491169
48.0,0.0,2022.0,2029.0,84.0,601-660,0.0,551.973603611368,14.94871927491169
72.0,0.020842994300653273,2022.0,2022.0,0.0,<600,21857.76855927378,415.50370003386655,8.501245244366409
72.0,3374.3448317734765,2022.0,2023.0,12.0,<600,16871.724158867382,415.50370003386655,8.501245244366409
72.0,2495.9927492768065,2022.0,2024.0,24.0,<600,11885.679758460983,415.50370003386655,8.501245244366409
72.0,1517.9197787720084,2022.0,2025.0,36.0,<600,6899.635358054584,415.50370003386655,8.501245244366409
72.0,440.1259202590829,2022.0,2026.0,48.0,<600,1913.5909576481863,415.50370003386655,8.501245244366409
72.0,0.0,2022.0,2027.0,60.0,<600,0.0,415.50370003386655,8.501245244366409
72.0,0.0,2022.0,2028.0,72.0,<600,0.0,415.50370003386655,8.501245244366409
72.0,0.0,2022.0,2029.0,84.0,<600,0.0,415.50370003386655,8.501245244366409
72.0,0.010301980432048607,2022.0,2022.0,0.0,<600,23407.959521428653,447.4094965161126,11.70481972065074
72.0,3607.8091126470604,2022.0,2023.0,12.0,<600,18039.0455632353,447.4094965161126,11.70481972065074
72.0,2660.7276370588093,2022.0,2024.0,24.0,<600,12670.13160504195,447.4094965161126,11.70481972065074
72.0,1606.267882306692,2022.0,2025.0,36.0,<600,7301.2176468485995,447.4094965161126,11.70481972065074
72.0,444.42984839070687,2022.0,2026.0,48.0,<600,1932.3036886552472,447.4094965161126,11.70481972065074
72.0,0.0,2022.0,2027.0,60.0,<600,0.0,447.4094965161126,11.70481972065074
72.0,0.0,2022.0,2028.0,72.0,<600,0.0,447.4094965161126,11.70481972065074
72.0,0.0,2022.0,2029.0,84.0,<600,0.0,447.4094965161126,11.70481972065074
48.0,0.096241480291246,2022.0,2022.0,0.0,660+,26883.59986101408,433.1147979965669,8.01800196677331
48.0,4337.244457011056,2022.0,2023.0,12.0,660+,21686.22228505528,433.1147979965669,8.01800196677331
48.0,3462.65738891026,2022.0,2024.0,24.0,660+,16488.844709096476,433.1147979965669,8.01800196677331
48.0,2484.1227692902885,2022.0,2025.0,36.0,660+,11291.467133137674,433.1147979965669,8.01800196677331
48.0,0.0,2022.0,2026.0,48.0,660+,0.0,433.1147979965669,8.01800196677331
48.0,0.0,2022.0,2027.0,60.0,660+,0.0,433.1147979965669,8.01800196677331
48.0,0.0,2022.0,2028.0,72.0,660+,0.0,433.1147979965669,8.01800196677331
48.0,0.0,2022.0,2029.0,84.0,660+,0.0,433.1147979965669,8.01800196677331
72.0,0.045211056824546736,2022.0,2022.0,0.0,601-660,21140.900758226115,394.0124320620363,10.72312750997909
72.0,3282.5503146963356,2022.0,2023.0,12.0,601-660,16412.751573481677,394.0124320620363,10.72312750997909
72.0,2453.766501634821,2022.0,2024.0,24.0,601-660,11684.602388737243,394.0124320620363,10.72312750997909
72.0,1530.419704878418,2022.0,2025.0,36.0,601-660,6956.453203992809,394.0124320620363,10.72312750997909
72.0,512.5099244271254,2022.0,2026.0,48.0,601-660,2228.3040192483713,394.0124320620363,10.72312750997909
72.0,0.0,2022.0,2027.0,60.0,601-660,0.0,394.0124320620363,10.72312750997909
72.0,0.0,2022.0,2028.0,72.0,601-660,0.0,394.0124320620363,10.72312750997909
72.0,0.0,2022.0,2029.0,84.0,601-660,0.0,394.0124320620363,10.72312750997909
48.0,0.043298078628579685,2022.0,2022.0,0.0,601-660,21939.44866115241,410.0659045905848,9.84758493768621
48.0,3403.7315612130787,2022.0,2023.0,12.0,601-660,17018.657806065392,410.0659045905848,9.84758493768621
48.0,2540.5520597054588,2022.0,2024.0,24.0,601-660,12097.866950978376,410.0659045905848,9.84758493768621
48.0,1578.9567410960988,2022.0,2025.0,36.0,601-660,7177.076095891358,410.0659045905848,9.84758493768621
48.0,0.0,2022.0,2026.0,48.0,601-660,0.0,410.0659045905848,9.84758493768621
48.0,0.0,2022.0,2027.0,60.0,601-660,0.0,410.0659045905848,9.84758493768621
48.0,0.0,2022.0,2028.0,72.0,601-660,0.0,410.0659045905848,9.84758493768621
48.0,0.0,2022.0,2029.0,84.0,601-660,0.0,410.0659045905848,9.84758493768621
37.0,0.09224652512543557,2022.0,2022.0,0.0,<600,21588.420518938437,412.99467578355257,10.41040787252586
37.0,3326.4968819071614,2022.0,2023.0,12.0,<600,16632.484409535806,412.99467578355257,10.41040787252586
37.0,2452.075143027967,2022.0,2024.0,24.0,<600,11676.548300133176,412.99467578355257,10.41040787252586
37.0,1478.53468196072,2022.0,2025.0,36.0,<600,6720.612190730546,412.99467578355257,10.41040787252586
37.0,0.0,2022.0,2026.0,48.0,<600,0.0,412.99467578355257,10.41040787252586
37.0,0.0,2022.0,2027.0,60.0,<600,0.0,412.99467578355257,10.41040787252586
37.0,0.0,2022.0,2028.0,72.0,<600,0.0,412.99467578355257,10.41040787252586
37.0,0.0,2022.0,2029.0,84.0,<600,0.0,412.99467578355257,10.41040787252586
75.0,0.06097026371482585,2022.0,2022.0,0.0,601-660,18140.240234880876,355.9072072266902,11.20646246878978
75.0,2773.8707496321185,2022.0,2023.0,12.0,601-660,13869.353748160593,355.9072072266902,11.20646246878978
75.0,2015.678124902465,2022.0,2024.0,24.0,601-660,9598.46726144031,355.9072072266902,11.20646246878978
75.0,1172.067770438406,2022.0,2025.0,36.0,601-660,5327.580774720027,355.9072072266902,11.20646246878978
75.0,243.03968623994115,2022.0,2026.0,48.0,601-660,1056.6942879997441,355.9072072266902,11.20646246878978
75.0,0.0,2022.0,2027.0,60.0,601-660,0.0,355.9072072266902,11.20646246878978
75.0,0.0,2022.0,2028.0,72.0,601-660,0.0,355.9072072266902,11.20646246878978
75.0,0.0,2022.0,2029.0,84.0,601-660,0.0,355.9072072266902,11.20646246878978
75.0,0.028687139185285107,2022.0,2022.0,0.0,660+,20027.535932911593,396.7952895440979,6.90905894140767
75.0,3053.1984916764836,2022.0,2023.0,12.0,660+,15265.992458382418,396.7952895440979,6.90905894140767
75.0,2205.934286609181,2022.0,2024.0,24.0,660+,10504.448983853243,396.7952895440979,6.90905894140767
75.0,1263.4392120512948,2022.0,2025.0,36.0,660+,5742.905509324068,396.7952895440979,6.90905894140767
75.0,225.71326800282532,2022.0,2026.0,48.0,660+,981.3620347948927,396.7952895440979,6.90905894140767
75.0,0.0,2022.0,2027.0,60.0,660+,0.0,396.7952895440979,6.90905894140767
75.0,0.0,2022.0,2028.0,72.0,660+,0.0,396.7952895440979,6.90905894140767
75.0,0.0,2022.0,2029.0,84.0,660+,0.0,396.7952895440979,6.90905894140767
72.0,0.08185302491160105,2022.0,2022.0,0.0,660+,22891.087558144893,435.6917559870494,12.73996297691444
72.0,3532.55729726006,2022.0,2023.0,12.0,660+,17662.786486300298,435.6917559870494,12.73996297691444
72.0,2611.2419370356984,2022.0,2024.0,24.0,660+,12434.485414455707,435.6917559870494,12.73996297691444
72.0,1585.360555374445,2022.0,2025.0,36.0,660+,7206.184342611114,435.6917559870494,12.73996297691444
72.0,454.91315227629974,2022.0,2026.0,48.0,660+,1977.8832707665206,435.6917559870494,12.73996297691444
72.0,0.0,2022.0,2027.0,60.0,660+,0.0,435.6917559870494,12.73996297691444
72.0,0.0,2022.0,2028.0,72.0,660+,0.0,435.6917559870494,12.73996297691444
72.0,0.0,2022.0,2029.0,84.0,660+,0.0,435.6917559870494,12.73996297691444
32.0,0.047723188668917185,2022.0,2022.0,0.0,<600,21398.103715826255,406.13030922566367,12.58646080641278
32.0,3304.9080010236585,2022.0,2023.0,12.0,<600,16524.54000511829,406.13030922566367,12.58646080641278
32.0,2446.705021826169,2022.0,2024.0,24.0,<600,11650.976294410328,406.13030922566367,12.58646080641278
32.0,0.0,2022.0,2025.0,36.0,<600,0.0,406.13030922566367,12.58646080641278
32.0,0.0,2022.0,2026.0,48.0,<600,0.0,406.13030922566367,12.58646080641278
32.0,0.0,2022.0,2027.0,60.0,<600,0.0,406.13030922566367,12.58646080641278
32.0,0.0,2022.0,2028.0,72.0,<600,0.0,406.13030922566367,12.58646080641278
32.0,0.0,2022.0,2029.0,84.0,<600,0.0,406.13030922566367,12.58646080641278
29.0,0.024897268616491677,2022.0,2022.0,0.0,660+,22258.516665776704,414.36442054251296,15.37966742024797
29.0,3457.22872385331,2022.0,2023.0,12.0,660+,17286.14361926655,414.36442054251296,15.37966742024797
29.0,2585.8918202788427,2022.0,2024.0,24.0,660+,12313.770572756393,414.36442054251296,15.37966742024797
29.0,0.0,2022.0,2025.0,36.0,660+,0.0,414.36442054251296,15.37966742024797
29.0,0.0,2022.0,2026.0,48.0,660+,0.0,414.36442054251296,15.37966742024797
29.0,0.0,2022.0,2027.0,60.0,660+,0.0,414.36442054251296,15.37966742024797
29.0,0.0,2022.0,2028.0,72.0,660+,0.0,414.36442054251296,15.37966742024797
29.0,0.0,2022.0,2029.0,84.0,660+,0.0,414.36442054251296,15.37966742024797
72.0,0.07996959309171989,2022.0,2022.0,0.0,601-660,43627.33744977975,791.7451778672179,26.89627603304069
72.0,6825.279063074628,2022.0,2023.0,12.0,601-660,34126.395315373135,791.7451778672179,26.89627603304069
72.0,5171.345168002969,2022.0,2024.0,24.0,601-660,24625.45318096652,791.7451778672179,26.89627603304069
72.0,3327.392430243179,2022.0,2025.0,36.0,601-660,15124.511046559906,791.7451778672179,26.89627603304069
72.0,1293.4208497952573,2022.0,2026.0,48.0,601-660,5623.568912153292,791.7451778672179,26.89627603304069
72.0,0.0,2022.0,2027.0,60.0,601-660,0.0,791.7451778672179,26.89627603304069
72.0,0.0,2022.0,2028.0,72.0,601-660,0.0,791.7451778672179,26.89627603304069
72.0,0.0,2022.0,2029.0,84.0,601-660,0.0,791.7451778672179,26.89627603304069
72.0,0.04651831770431206,2022.0,2022.0,0.0,660+,20618.502096765307,404.9686687951995,8.35520878992098
72.0,3151.775614244583,2022.0,2023.0,12.0,660+,15758.878071222913,404.9686687951995,8.35520878992098
72.0,2288.843349592909,2022.0,2024.0,24.0,660+,10899.254045680518,404.9686687951995,8.35520878992098
72.0,1328.7186044303876,2022.0,2025.0,36.0,660+,6039.6300201381255,404.9686687951995,8.35520878992098
72.0,271.4013787570177,2022.0,2026.0,48.0,660+,1180.0059945957291,404.9686687951995,8.35520878992098
72.0,0.0,2022.0,2027.0,60.0,660+,0.0,404.9686687951995,8.35520878992098
72.0,0.0,2022.0,2028.0,72.0,660+,0.0,404.9686687951995,8.35520878992098
72.0,0.0,2022.0,2029.0,84.0,660+,0.0,404.9686687951995,8.35520878992098
72.0,0.06588857570539823,2022.0,2022.0,0.0,601-660,21668.063910883066,426.2215053694315,15.37693592555836
72.0,3310.681169289978,2022.0,2023.0,12.0,601-660,16553.40584644989,426.2215053694315,15.37693592555836
72.0,2402.137034223509,2022.0,2024.0,24.0,601-660,11438.74778201671,426.2215053694315,15.37693592555836
72.0,1391.2997378683767,2022.0,2025.0,36.0,601-660,6324.089717583531,426.2215053694315,15.37693592555836
72.0,278.16928022458137,2022.0,2026.0,48.0,601-660,1209.4316531503537,426.2215053694315,15.37693592555836
72.0,0.0,2022.0,2027.0,60.0,601-660,0.0,426.2215053694315,15.37693592555836
72.0,0.0,2022.0,2028.0,72.0,601-660,0.0,426.2215053694315,15.37693592555836
72.0,0.0,2022.0,2029.0,84.0,601-660,0.0,426.2215053694315,15.37693592555836
70.0,0.0754037514389248,2022.0,2022.0,0.0,601-660,21895.497036015586,411.385809724808,8.481700298329201
70.0,3391.7734638635784,2022.0,2023.0,12.0,601-660,16958.86731931789,411.385809724808,8.481700298329201
70.0,2524.669896550241,2022.0,2024.0,24.0,601-660,12022.237602620195,411.385809724808,8.481700298329201
70.0,1558.8337349029496,2022.0,2025.0,36.0,601-660,7085.607885922498,411.385809724808,8.481700298329201
70.0,494.2649789217048,2022.0,2026.0,48.0,601-660,2148.9781692248034,411.385809724808,8.481700298329201
70.0,0.0,2022.0,2027.0,60.0,601-660,0.0,411.385809724808,8.481700298329201
70.0,0.0,2022.0,2028.0,72.0,601-660,0.0,411.385809724808,8.481700298329201
70.0,0.0,2022.0,2029.0,84.0,601-660,0.0,411.385809724808,8.481700298329201
72.0,0.07271589264901206,2022.0,2022.0,0.0,601-660,37061.617626193445,692.9311177918158,8.70637579212615
72.0,5749.288842538332,2022.0,2023.0,12.0,601-660,28746.444212691655,692.9311177918158,8.70637579212615
72.0,4290.566867829872,2022.0,2024.0,24.0,601-660,20431.270799189864,692.9311177918158,8.70637579212615
72.0,2665.541424851376,2022.0,2025.0,36.0,601-660,12116.097385688074,692.9311177918158,8.70637579212615
72.0,874.2125136028452,2022.0,2026.0,48.0,601-660,3800.923972186283,692.9311177918158,8.70637579212615
72.0,0.0,2022.0,2027.0,60.0,601-660,0.0,692.9311177918158,8.70637579212615
72.0,0.0,2022.0,2028.0,72.0,601-660,0.0,692.9311177918158,8.70637579212615
72.0,0.0,2022.0,2029.0,84.0,601-660,0.0,692.9311177918158,8.70637579212615
72.0,0.056543339468949495,2022.0,2022.0,0.0,<600,21199.9916527885,416.71525033652426,12.71485999742521
72.0,3239.881729750042,2022.0,2023.0,12.0,<600,16199.408648750208,416.71525033652426,12.71485999742521
72.0,2351.7533853895025,2022.0,2024.0,24.0,<600,11198.825644711917,416.71525033652426,12.71485999742521
72.0,1363.6133809481978,2022.0,2025.0,36.0,<600,6198.242640673627,416.71525033652426,12.71485999742521
72.0,275.46171642612666,2022.0,2026.0,48.0,<600,1197.6596366353333,416.71525033652426,12.71485999742521
72.0,0.0,2022.0,2027.0,60.0,<600,0.0,416.71525033652426,12.71485999742521
72.0,0.0,2022.0,2028.0,72.0,<600,0.0,416.71525033652426,12.71485999742521
72.0,0.0,2022.0,2029.0,84.0,<600,0.0,416.71525033652426,12.71485999742521
48.0,0.03940177866216095,2022.0,2022.0,0.0,601-660,16047.879357591326,297.515167029341,10.989377440098599
48.0,2495.539470647847,2022.0,2023.0,12.0,601-660,12477.697353239233,297.515167029341,10.989377440098599
48.0,1870.5782232662998,2022.0,2024.0,24.0,601-660,8907.515348887142,297.515167029341,10.989377440098599
48.0,1174.2133357977111,2022.0,2025.0,36.0,601-660,5337.333344535051,297.515167029341,10.989377440098599
48.0,0.0,2022.0,2026.0,48.0,601-660,0.0,297.515167029341,10.989377440098599
48.0,0.0,2022.0,2027.0,60.0,601-660,0.0,297.515167029341,10.989377440098599
48.0,0.0,2022.0,2028.0,72.0,601-660,0.0,297.515167029341,10.989377440098599
48.0,0.0,2022.0,2029.0,84.0,601-660,0.0,297.515167029341,10.989377440098599
72.0,0.06420327249039243,2022.0,2022.0,0.0,<600,22698.928776196564,445.44651964609653,11.71767600028645
72.0,3470.7141080886813,2022.0,2023.0,12.0,<600,17353.570540443405,445.44651964609653,11.71767600028645
72.0,2521.724583984952,2022.0,2024.0,24.0,<600,12008.212304690247,445.44651964609653,11.71767600028645
72.0,1465.8278951661596,2022.0,2025.0,36.0,<600,6662.854068937089,445.44651964609653,11.71767600028645
72.0,303.02404163230386,2022.0,2026.0,48.0,<600,1317.4958331839298,445.44651964609653,11.71767600028645
72.0,0.0,2022.0,2027.0,60.0,<600,0.0,445.44651964609653,11.71767600028645
72.0,0.0,2022.0,2028.0,72.0,<600,0.0,445.44651964609653,11.71767600028645
72.0,0.0,2022.0,2029.0,84.0,<600,0.0,445.44651964609653,11.71767600028645
72.0,0.06000246527071429,2022.0,2022.0,0.0,601-660,22170.760549495433,419.656601331811,12.17468600521035
72.0,3426.9762667027408,2022.0,2023.0,12.0,601-660,17134.881333513702,419.656601331811,12.17468600521035
72.0,2540.790444681714,2022.0,2024.0,24.0,601-660,12099.00211753197,419.656601331811,12.17468600521035
72.0,1553.8870383410524,2022.0,2025.0,36.0,601-660,7063.122901550238,419.656601331811,12.17468600521035
72.0,466.2660476807569,2022.0,2026.0,48.0,601-660,2027.2436855685082,419.656601331811,12.17468600521035
72.0,0.0,2022.0,2027.0,60.0,601-660,0.0,419.656601331811,12.17468600521035
72.0,0.0,2022.0,2028.0,72.0,601-660,0.0,419.656601331811,12.17468600521035
72.0,0.0,2022.0,2029.0,84.0,601-660,0.0,419.656601331811,12.17468600521035
48.0,0.05807556473865975,2022.0,2022.0,0.0,601-660,15431.185414995554,302.69047093463223,7.10186372399393
48.0,2359.7799527559937,2022.0,2023.0,12.0,601-660,11798.899763779968,302.69047093463223,7.10186372399393
