CREDIT_SCORE_AVG_CALC,TERM_OF_LOAN,OPB,PAYMENT_AMOUNT,AUTO_PTI_TOTAL,INQUIRY_RECENT_CNT_TOTAL,Profitability,COF_EVENT_LABEL,PREPAYMENT_EVENT_LABEL,Charge_Off_Bal,Interest_Amount,Recovery_Amount,Fees,Origination_year,YEAR,Months_elapsed,Profitability_Cal
698.8562146111049,75.0,20759.076911809727,400.6916457706758,10.33724097163375,7.05129977244648,0.087695935858462,0.0,0.0,0.0,26421.420646753602,0.0,0.0,2018.0,2018.0,0.0,21137.136517402883
622.4921199962561,75.0,17127.578137945806,347.9002807303667,11.62611147002591,7.854649580528884,0.086637177386438,0.0,0.0,0.0,30017.086051316415,0.0,0.0,2018.0,2018.0,0.0,24013.668841053135
469.5951621242548,75.0,29594.978286971105,596.3303104916879,21.12789676756941,7.155631471838883,0.005049934343501917,0.0,1.0,0.0,28985.014369313605,0.0,0.0,2018.0,2018.0,0.0,23188.011495450886
620.6506720415352,24.0,44621.72630065827,768.4887395985187,21.20939281397232,6.037869175570203,0.06886248988050207,0.0,1.0,0.0,-25642.802437324463,0.0,0.0,2018.0,2018.0,0.0,-20514.24194985957
665.0561739656812,72.0,21069.06897159914,411.44779307245705,8.26361690570217,23.563234716482036,0.09306154638232628,0.0,1.0,0.0,44586.37122926901,0.0,708.2816061743378,2018.0,2018.0,0.0,36094.065947119816
298.3853168956678,48.0,20705.628807864276,423.7947158895643,11.76189521761685,34.012811892708584,0.08264539987107626,1.0,0.0,20705.628807864276,18779.258727903805,4141.1257615728555,0.0,2018.0,2018.0,0.0,4256.480002233624
614.7859636230905,72.0,17464.13691092918,323.28349000157107,10.34228537972455,7.026258297241101,0.06590401502034968,0.0,0.0,0.0,29795.91738697398,0.0,31.955437936611844,2018.0,2018.0,0.0,23855.90717234115
583.274724831742,72.0,22299.889195123313,438.5193581132385,12.93497666647644,8.139672706285076,0.03148023669631265,0.0,0.0,0.0,41908.79985281946,0.0,0.0,2018.0,2018.0,0.0,33527.039882255565
582.0849356905134,75.0,14112.55115811899,274.57954453200557,11.96725328271313,8.514521002211769,0.04726840050745336,0.0,0.0,0.0,35370.72083612665,0.0,572.8116752934512,2018.0,2018.0,0.0,28640.263674077396
622.6516155012314,53.0,21977.268174245783,420.2007916121091,22.65073767788906,8.354653462336756,0.0036584051044486923,1.0,0.0,21977.268174245783,20072.779067958985,4395.4536348491565,0.0,2018.0,2018.0,0.0,4630.043803759381
629.5879999578289,75.0,21599.395902783643,399.57134529910707,7.291444391676221,5.78724325220068,0.023845064336879787,0.0,0.0,0.0,37660.22976850328,0.0,0.0,2018.0,2018.0,0.0,30128.18381480263
622.3860969077161,72.0,22496.27371634203,489.85320934275944,9.32318622388686,22.579947093373423,0.09406872176198001,0.0,1.0,0.0,38667.19240373229,0.0,1153.660655503377,2018.0,2018.0,0.0,31625.95031628786
670.1368381518271,61.0,21337.419924133872,426.52115730696846,11.12178675111188,21.33362363748712,0.04931357297926564,0.0,1.0,0.0,29963.900944948866,0.0,864.3026118491098,2018.0,2018.0,0.0,24489.70232306856
614.8556148042826,75.0,21525.27658767807,388.6648747180817,7.0609990374764395,6.88290076942209,0.016018535227360832,0.0,1.0,0.0,303121.28921343497,0.0,0.0,2018.0,2018.0,0.0,242497.03137074798
630.2925602136621,75.0,20787.065120411564,404.62094716056026,10.72208276134179,6.746177989194916,0.06470460203747072,0.0,0.0,0.0,39137.657276161575,0.0,0.0,2018.0,2018.0,0.0,31310.12582092926
307.571357295652,33.0,16369.03632335264,343.48858061426375,8.43093031473484,6.617900039361393,0.01358747033492852,0.0,0.0,0.0,137232.15165792665,0.0,0.0,2018.0,2018.0,0.0,109785.72132634133
612.9568677235296,75.0,23407.15989298781,497.4355785934104,10.65683776283241,5.8556608380054875,0.048799213965100056,0.0,0.0,0.0,41953.16999047722,0.0,0.0,2018.0,2018.0,0.0,33562.535992381774
626.1658691585462,68.0,41860.64203090152,708.8683483013906,23.46345871166879,8.040752152824055,0.08435599316993618,1.0,0.0,41860.64203090152,4339.235191797139,8372.128406180305,0.0,2018.0,2018.0,0.0,-18296.145702631078
464.5543059313064,37.0,15824.712297317768,297.3823805954463,11.86416242305264,7.299512853741664,0.06674569430735261,0.0,1.0,0.0,14652.046226767838,0.0,0.0,2018.0,2018.0,0.0,11721.63698141427
623.7306038269297,72.0,22158.97879392727,408.882128164231,11.197736802419191,6.975529599435596,0.06170347671334847,0.0,1.0,0.0,36928.92866468009,0.0,0.0,2018.0,2018.0,0.0,29543.142931744074
626.8503773633316,72.0,40746.78313567299,719.4879677224974,22.64637147473533,8.560137994398982,0.0765571962111503,0.0,0.0,0.0,4573.252913007011,0.0,0.0,2018.0,2018.0,0.0,3658.602330405609
629.1351654971163,72.0,21209.76060355119,413.79628227616286,16.98222911470185,5.791051621856658,0.08037667582350755,0.0,1.0,0.0,284724.21112166997,0.0,0.0,2018.0,2018.0,0.0,227779.36889733598
659.1288854046937,75.0,29746.37583935955,446.7508829243625,10.76247651886952,7.3627264352844755,0.061655675804807256,0.0,1.0,0.0,20808.305069985974,0.0,0.0,2018.0,2018.0,0.0,16646.64405598878
621.7211328091416,72.0,20584.99367958831,392.3931416183398,12.75041009967983,8.045020557153988,0.07238681748282423,0.0,1.0,0.0,41166.951190461456,0.0,0.0,2018.0,2018.0,0.0,32933.56095236917
576.9552478602161,75.0,20887.35765782288,388.16480315937326,8.12883750842934,7.413388622162747,0.02652706548424484,1.0,0.0,20887.35765782288,36869.47591393336,4177.471531564576,0.0,2018.0,2018.0,0.0,18634.1547490788
621.3827012979026,72.0,44432.66868297188,797.9359676341514,10.838882574227899,31.96758353019087,0.07016758700381116,0.0,1.0,0.0,284502.40214349853,0.0,0.0,2018.0,2018.0,0.0,227601.92171479884
620.3414871749225,72.0,21240.958345113468,401.4733141294932,12.88398332219087,5.869981316190301,0.01155087814955591,0.0,0.0,0.0,236902.37086695127,0.0,724.249868406205,2018.0,2018.0,0.0,189956.44661460473
642.6658437422478,72.0,28189.192110534634,484.8344778761904,10.4315436145899,8.257815157827714,0.05063270509250717,0.0,0.0,0.0,29790.811272374915,0.0,0.0,2018.0,2018.0,0.0,23832.649017899934
632.0555368411265,75.0,30282.963063081952,669.6904816423493,7.5852141560417,7.624039904459266,0.08505382585983937,1.0,0.0,30282.963063081952,30782.83655990011,6056.59261261639,316.2022719083276,2018.0,2018.0,0.0,9068.849818262472
696.8085415482398,72.0,33808.64179115863,689.9658946318539,9.442884427429819,6.979112988770757,0.04469242228939383,0.0,0.0,0.0,22630.069897795962,0.0,662.3255494623543,2018.0,2018.0,0.0,18501.45124791418
653.58077535456,72.0,20593.695152584784,384.39934709615386,21.906506898951232,13.85097534291711,0.028977773028708676,0.0,0.0,0.0,43823.0919483191,0.0,0.0,2018.0,2018.0,0.0,35058.473558655285
620.8993775635162,48.0,45169.86792614599,743.998644853451,23.257598019341,8.715655912465778,0.061257931515123404,0.0,0.0,0.0,-12197.289124398849,0.0,0.0,2018.0,2018.0,0.0,-9757.831299519079
643.5429593210653,72.0,22444.298869414462,434.5190638725879,25.29184982426126,10.50605992682936,0.015528248850269367,0.0,0.0,0.0,37877.527514113826,0.0,0.0,2018.0,2018.0,0.0,30302.02201129106
621.7616643282954,75.0,21993.034313044904,426.5699404161306,8.86884084425577,7.503543817695823,0.023499588278293727,0.0,1.0,0.0,44371.08388363184,0.0,619.5903076261538,2018.0,2018.0,0.0,35868.62129148117
616.3048336075113,48.0,23179.98963238286,430.6852151058536,10.7963954270282,7.686552003223978,0.025315334446038062,0.0,0.0,0.0,17907.636903255563,0.0,0.0,2018.0,2018.0,0.0,14326.10952260445
633.0168712973439,64.0,26691.044357599098,488.2673094333102,11.67524494124426,6.554600803404155,0.03674412828807474,0.0,1.0,0.0,99741.95976847525,0.0,0.0,2018.0,2018.0,0.0,79793.56781478021
655.1774243085309,75.0,21193.58434740508,402.1611536300851,11.6235966852727,25.253084144379542,0.042950105181214754,0.0,0.0,0.0,43870.75382566567,0.0,0.0,2018.0,2018.0,0.0,35096.603060532536
740.7261273817533,53.0,43509.63219402025,746.6760476370088,16.11763304450767,8.95696838862941,0.08191732393304833,0.0,0.0,0.0,-1532.4282742654832,0.0,1209.1105988251263,2018.0,2018.0,0.0,-500.47626011731086
658.2238682719492,72.0,31076.04043837841,444.0651727319775,24.85542286219615,12.725432786437691,0.027793563710147563,0.0,0.0,0.0,17585.610914824727,0.0,0.0,2018.0,2018.0,0.0,14068.488731859783
614.5358199784904,72.0,38484.42884407703,679.4978374508197,10.7704799905139,26.04126776513322,0.05476651559129053,0.0,0.0,0.0,433153.9992834274,0.0,0.0,2018.0,2018.0,0.0,346523.1994267419
616.819647448498,72.0,17549.096543868298,357.26708278831853,12.09121057561434,6.704527544435775,0.025926140977166348,0.0,0.0,0.0,42110.57131610131,0.0,0.0,2018.0,2018.0,0.0,33688.45705288105
627.1190844555126,72.0,21884.920179376808,400.94660040898776,25.06991926337903,5.893772820445842,0.02519344039919005,0.0,1.0,0.0,406304.7013758783,0.0,0.0,2018.0,2018.0,0.0,325043.7611007027
616.3049922193372,75.0,21251.62570396473,407.7133658152519,20.562932247267028,7.53071526823771,0.038155724305849285,0.0,0.0,0.0,29126.814126929225,0.0,0.0,2018.0,2018.0,0.0,23301.45130154338
627.3470931927474,72.0,18562.32436688178,379.0829534647707,12.95968873368771,7.306015817175933,0.002197878807794873,0.0,1.0,0.0,37906.285984505455,0.0,0.0,2018.0,2018.0,0.0,30325.028787604366
646.8907164839716,75.0,21422.51927843909,416.88087267035434,11.4656601643012,7.00887256551043,0.07137016006346628,0.0,0.0,0.0,49412.64203672975,0.0,1297.9131242873682,2018.0,2018.0,0.0,40308.86150395622
634.1692194798626,75.0,45177.78961237107,826.3900168637919,11.57860041003289,34.96333026386554,0.0009170055513903597,0.0,1.0,0.0,367746.7311598865,0.0,1080.174369577269,2018.0,2018.0,0.0,294845.4895496556
610.4745835812201,72.0,19020.367895919582,396.37888722056175,8.59642147412601,5.475378977152458,0.0343417171844176,0.0,1.0,0.0,218062.62958652672,0.0,0.0,2018.0,2018.0,0.0,174450.1036692214
617.9966113571206,48.0,36561.61490385172,772.7633193491179,20.14413999527153,10.35904446083223,0.026716905597173646,0.0,0.0,0.0,308412.0240545592,0.0,0.0,2018.0,2018.0,0.0,246729.61924364735
760.2247285659597,75.0,15071.195892760456,280.45964026007346,10.83562070656642,7.090949783922848,0.09873416524996745,0.0,1.0,0.0,38039.76642498035,0.0,0.0,2018.0,2018.0,0.0,30431.813139984282
658.9662473623786,72.0,43831.87869070181,652.4611787630488,12.994287424075859,28.41459591558823,0.0618183563671053,0.0,1.0,0.0,20367.444218138,0.0,0.0,2018.0,2018.0,0.0,16293.9553745104
355.1957581381172,41.0,23544.75522514283,487.76562123243014,11.53154538586382,14.094151175853613,0.010408910600106281,0.0,1.0,0.0,8212.952965328717,0.0,0.0,2018.0,2018.0,0.0,6570.3623722629745
614.4203651763246,72.0,20547.79531978182,411.4852696880728,13.826271671455961,13.139419465435664,0.09453836326782854,0.0,0.0,0.0,41369.51338330673,0.0,0.0,2018.0,2018.0,0.0,33095.610706645384
632.4753457374812,72.0,22128.38104495953,415.36468295373766,10.9826223630014,6.587293012567206,0.023145724329312656,0.0,1.0,0.0,29859.05093532555,0.0,0.0,2018.0,2018.0,0.0,23887.240748260443
727.4326738634777,72.0,16471.0480867827,349.9506004250219,8.46277680674336,7.822281316222107,0.08052423116711067,1.0,0.0,16471.0480867827,40687.014974319296,3294.20961735654,829.9783926336464,2018.0,2018.0,0.0,24482.654009908627
544.8732577286528,48.0,14289.459852520562,277.92495235289834,9.18068885366216,7.228515071123809,0.09963552695632759,0.0,0.0,0.0,20875.62984351719,0.0,0.0,2018.0,2018.0,0.0,16700.503874813752
691.8157006566529,72.0,39812.67795133445,745.8103055744486,10.00579545949236,8.61324945813557,0.09808647761920253,1.0,0.0,39812.67795133445,451417.69079236337,7962.535590266891,0.0,2018.0,2018.0,0.0,340431.56009919685
623.2346747093368,72.0,22681.48681257216,439.0264836452172,12.89604323121707,6.987466787478204,0.07862390885760567,0.0,0.0,0.0,26571.450369299735,0.0,0.0,2018.0,2018.0,0.0,21257.16029543979
622.3640907466919,72.0,21805.09914657528,409.6491373013099,8.34786600412544,13.489705964991057,0.09997626539979572,0.0,0.0,0.0,380880.77890797606,0.0,0.0,2018.0,2018.0,0.0,304704.62312638084
633.5386513226407,72.0,16003.32204956896,317.88342043404623,11.752666058807899,22.856026429738804,0.01828804576622303,0.0,0.0,0.0,45857.75508882904,0.0,8.319854992716031,2018.0,2018.0,0.0,36691.19598405887
615.524195995638,72.0,22662.23234420376,442.8361689713714,12.33593616286099,20.926827377896917,0.07614745560781983,0.0,1.0,0.0,41864.26288614919,0.0,0.0,2018.0,2018.0,0.0,33491.41030891935
615.6743911716173,75.0,20005.42035133969,379.3237183472284,7.19404561219257,5.492102396357022,0.06115681682649193,0.0,1.0,0.0,29654.097508367162,0.0,0.0,2018.0,2018.0,0.0,23723.27800669373
623.4619657318786,72.0,42963.18072776469,753.3806284394791,11.53394757994278,8.379873604757734,0.07430756342487044,0.0,1.0,0.0,15970.307893338919,0.0,0.0,2018.0,2018.0,0.0,12776.246314671136
723.8945600017341,72.0,23282.809906684994,443.7715883790763,12.44428488818856,7.915304425523333,0.02393636161725439,0.0,1.0,0.0,23945.38567107567,0.0,0.0,2018.0,2018.0,0.0,19156.308536860535
625.5281870948437,72.0,21565.19147103122,421.6018348851037,12.41684365747106,33.84670641087726,0.0908004932829018,0.0,0.0,0.0,37942.38292351609,0.0,10.764428654433315,2018.0,2018.0,0.0,30360.36499600553
613.6050297287817,75.0,30850.41989236825,612.862069828461,12.87743204251231,12.108381299222913,0.01695501444343739,0.0,1.0,0.0,29473.806958961068,0.0,1069.7771849866874,2018.0,2018.0,0.0,24220.911878160867
630.3478609685244,72.0,22717.93547243472,431.8926380748422,19.25010684682012,7.368737932062937,0.012751789074239595,0.0,0.0,0.0,33528.95273491115,0.0,95.4078756410515,2018.0,2018.0,0.0,26880.406913313553
619.6406333578623,64.0,34351.89411232752,598.3743647635699,22.80905522946918,6.225017391387394,0.0894923072223441,0.0,1.0,0.0,18296.760191651018,0.0,0.0,2018.0,2018.0,0.0,14637.408153320815
382.69002302046806,75.0,21047.46363372415,399.7418756949395,11.4310496467771,7.365068438058734,0.07426815733032707,0.0,1.0,0.0,42325.314091950626,0.0,0.0,2018.0,2018.0,0.0,33860.251273560505
630.8473744715736,75.0,22746.10560333328,446.6102519536347,22.570920847004817,13.750619462493644,0.06018040937556836,1.0,0.0,22746.10560333328,38965.439470416,4549.221120666656,0.0,2018.0,2018.0,0.0,19344.3766625995
627.7271122223564,72.0,26233.582749702546,493.8227022222321,12.37290837912053,8.279405032620797,0.0737996034409765,0.0,1.0,0.0,36785.708667803534,0.0,0.0,2018.0,2018.0,0.0,29428.56693424283
616.2637234414933,72.0,20919.305463848385,389.6114631561228,11.361776989479019,5.870140117416678,0.0009435281202190172,0.0,1.0,0.0,37597.60451578809,0.0,0.0,2018.0,2018.0,0.0,30078.08361263047
727.031263673227,75.0,19440.94034445464,385.6203075196524,15.54181981778384,7.150880199130705,0.08483360678697723,0.0,1.0,0.0,38180.18811295686,0.0,384.7297995343765,2018.0,2018.0,0.0,30774.98837008611
613.6157697310456,72.0,40294.94463358983,682.4809767324458,13.917654372871091,8.837411054882667,0.00505496966007758,0.0,1.0,0.0,21475.35152610002,0.0,660.2332232257005,2018.0,2018.0,0.0,17576.421154815438
630.1890212310955,72.0,19917.03286325981,389.89400579575965,7.42568193229412,7.17685101320363,0.051554503129980715,0.0,0.0,0.0,44319.313870584345,0.0,0.0,2018.0,2018.0,0.0,35455.45109646748
672.8211412623593,75.0,17391.275522814525,336.25994526927263,10.22413637954158,7.725427868560895,0.003145192816542852,0.0,0.0,0.0,131903.592123535,0.0,0.0,2018.0,2018.0,0.0,105522.873698828
732.3100450353492,54.0,21527.228694881036,418.9149297788844,11.95182172630086,7.688603860382344,0.07532424703244832,0.0,1.0,0.0,64436.91742976596,0.0,0.0,2018.0,2018.0,0.0,51549.53394381277
619.2165833050224,75.0,23059.18592198624,428.44322307163134,10.78762742579143,6.369033202112383,0.027461813768966215,0.0,1.0,0.0,35059.81696659887,0.0,0.0,2018.0,2018.0,0.0,28047.853573279095
666.3031347101843,72.0,14113.254681678089,278.70838525292993,12.78718134273045,7.871536131229958,0.044517634398367145,1.0,0.0,14113.254681678089,38919.11593904886,2822.650936335618,0.0,2018.0,2018.0,0.0,23796.400316766485
628.9724685188983,72.0,21078.837066112468,397.9432094439614,11.752561673736201,8.077009109492302,0.09850585549740998,0.0,0.0,0.0,32023.656644234634,0.0,0.0,2018.0,2018.0,0.0,25618.925315387707
634.7857120289889,72.0,20562.321794831463,394.4494069579936,11.02142719962939,5.775598870127796,0.07526032924276804,0.0,1.0,0.0,24748.901891130532,0.0,556.7216606894888,2018.0,2018.0,0.0,20133.154509318123
634.1745528351104,75.0,33503.844440369605,589.7812505032759,11.38582267386597,7.748894094014253,0.011261621947284407,0.0,0.0,0.0,27582.77473878723,0.0,0.0,2018.0,2018.0,0.0,22066.219791029784
456.82972783616935,72.0,22289.806853205588,446.06487864686574,12.22967347143093,22.300116718542306,0.09529305501682184,0.0,0.0,0.0,34915.41236158626,0.0,0.0,2018.0,2018.0,0.0,27932.32988926901
682.8291230580201,72.0,20608.795964026845,403.45081017782974,9.13308971866441,6.134658395944251,0.04725520948229504,0.0,0.0,0.0,37440.362324737405,0.0,0.0,2018.0,2018.0,0.0,29952.289859789926
618.5960128966426,75.0,47145.5150581005,842.8123747873063,14.584156011964089,8.395970476587657,0.0835780503918606,0.0,0.0,0.0,6647.439468433069,0.0,0.0,2018.0,2018.0,0.0,5317.951574746456
323.6244618725944,72.0,37189.09554388319,728.2136154932482,26.82767310484516,9.06753541575445,0.012928542019363276,1.0,0.0,37189.09554388319,16535.222508024606,7437.819108776638,0.0,2018.0,2018.0,0.0,-6110.151676399571
640.8290381948908,75.0,21637.547309595153,408.2341671569809,10.70815490395939,7.255635457724788,0.011107418611293796,1.0,0.0,21637.547309595153,285402.29193007835,4327.50946191903,0.0,2018.0,2018.0,0.0,217070.3089430732
476.3922404157238,72.0,22808.898895001264,435.6237047932635,11.245897209707199,17.86056484673827,0.02636336118592436,1.0,0.0,22808.898895001264,41141.68065063353,4561.779779000253,0.0,2018.0,2018.0,0.0,21052.717095106167
618.6977331043861,26.0,22501.160808066514,425.7787017824031,24.17972725406021,7.522082138113911,0.0029732379747927865,0.0,0.0,0.0,-24.95159172516651,0.0,0.0,2018.0,2018.0,0.0,-19.961273380133207
628.8232174822219,75.0,20257.523992868955,386.03671820379714,23.63638168463233,7.874149170219335,0.06131358928797806,0.0,1.0,0.0,228203.85055493657,0.0,0.0,2018.0,2018.0,0.0,182563.08044394926
696.4155325895063,72.0,25680.41934856947,477.7247628773368,12.71232822686201,30.602343769025357,0.01793975874774595,0.0,0.0,0.0,33240.30838813081,0.0,0.0,2018.0,2018.0,0.0,26592.246710504653
614.2757334003784,75.0,23355.91614532543,445.6966388455385,18.47435853124232,7.4460405262266605,0.09465887276510787,0.0,0.0,0.0,98719.87835559285,0.0,0.0,2018.0,2018.0,0.0,78975.90268447429
425.6089149018886,48.0,22139.058654430846,425.17063087810106,11.897492782895599,7.609308439672107,0.09966938043468,0.0,1.0,0.0,17832.180044781162,0.0,175.82158020507347,2018.0,2018.0,0.0,14371.236983947974
738.5983537677073,72.0,20065.785600561587,366.4593972037298,6.84546190164215,5.74708188254326,0.09199843412624996,0.0,1.0,0.0,38854.973925932616,0.0,0.0,2018.0,2018.0,0.0,31083.979140746094
750.1266621202934,75.0,15205.60241533359,285.4147332977123,14.652433271388372,6.164308085606341,0.02654494959196864,0.0,0.0,0.0,46159.59762502843,0.0,228.36685113177413,2018.0,2018.0,0.0,37064.698210701805
634.4409736122728,75.0,19584.630981282524,368.42921438260726,6.78220945111012,5.697018221775164,0.043321952194185165,0.0,1.0,0.0,38380.579928753024,0.0,1229.7122969010304,2018.0,2018.0,0.0,31442.29132114304
654.9167710723725,75.0,21363.74917909925,401.31781201287254,24.94356777503852,7.567944164193547,0.03464720788657646,0.0,0.0,0.0,41045.007834045624,0.0,0.0,2018.0,2018.0,0.0,32836.0062672365
624.0601905810307,72.0,17838.603707918955,329.63646083466267,6.99907803600185,8.90671626904124,0.03941561047503658,0.0,1.0,0.0,39655.10507310335,0.0,0.0,2018.0,2018.0,0.0,31724.08405848268
662.2282850965436,72.0,21860.425185392705,399.3723986987521,13.51670636900108,32.96390028681173,0.08238429703009958,0.0,1.0,0.0,33578.31026453434,0.0,228.86214579755585,2018.0,2018.0,0.0,26999.965499106005
409.30923805167424,72.0,18440.99736145317,398.6495905670642,15.23456568606755,9.129199172210503,0.03777820379917989,0.0,1.0,0.0,61307.39263821896,0.0,0.0,2018.0,2018.0,0.0,49045.91411057517
623.5781261413136,72.0,23044.336427821076,447.5484061707673,23.843329583912908,7.644651543649782,0.09034972762281258,0.0,1.0,0.0,34205.19435501934,0.0,0.0,2018.0,2018.0,0.0,27364.15548401547
613.9888874849955,48.0,23181.144395949836,566.2411412907948,21.02230519658057,8.275241463909811,0.006296058309509001,0.0,1.0,0.0,211007.9093523614,0.0,0.0,2018.0,2018.0,0.0,168806.32748188914
627.2934905791236,72.0,23343.463974871116,421.5417996260835,19.99210244864671,6.93554658469563,0.041093130393872815,0.0,1.0,0.0,362294.5891318319,0.0,65.50316836349556,2018.0,2018.0,0.0,289874.9732064836
627.2345225447331,75.0,45109.98422555862,761.9924302809937,10.20935236599101,18.9577191581532,0.0007599808330216563,0.0,0.0,0.0,349614.5353976553,0.0,199.06303502129867,2018.0,2018.0,0.0,279811.066139137
746.1027370338236,48.0,27218.04708092836,447.5076988611775,11.37656928329899,6.083036437173801,0.03581491079129875,0.0,1.0,0.0,15065.69817748434,0.0,0.0,2018.0,2018.0,0.0,12052.558541987473
619.1563944863976,48.0,23172.127409745102,458.79898726727225,15.95067549928648,7.483550823974044,0.03167546565765091,1.0,1.0,23172.127409745102,15915.889703655586,4634.425481949021,0.0,2018.0,2018.0,0.0,683.2055098570163
625.7180984926442,72.0,21186.66295435925,399.07946171584103,11.20600193678692,7.663072726717001,0.07332744193976957,0.0,0.0,0.0,106403.10948575541,0.0,0.0,2018.0,2018.0,0.0,85122.48758860433
518.3177232445676,75.0,20766.072151599605,394.15315447292113,9.50779130937537,6.857068633258567,0.047863786620234154,0.0,0.0,0.0,39012.382669316044,0.0,452.6952589699928,2018.0,2018.0,0.0,31481.523290834833
622.0322160299103,72.0,20777.783591646283,386.6236263248533,9.2936908949888,21.21396354823125,0.039628212128250274,0.0,0.0,0.0,34192.58640370256,0.0,1624.9082134602218,2018.0,2018.0,0.0,28329.014051038183
743.3253193836966,75.0,22724.320507303884,433.9653565727559,10.94897112990227,6.038867167751045,0.05633922838851396,0.0,1.0,0.0,41586.334217248565,0.0,1658.0422103897442,2018.0,2018.0,0.0,34263.8927000327
625.3214132477292,75.0,21298.49554838295,391.7569772090068,10.71524317159968,6.729830338265801,0.00270199473024918,1.0,0.0,21298.49554838295,33390.787558776996,4259.6991096765905,0.0,2018.0,2018.0,0.0,15637.412361862465
441.9913561801496,48.0,14437.338255891917,278.44155687834785,10.36785917469123,8.344482637933305,0.07756513728711478,0.0,1.0,0.0,131323.65731121175,0.0,0.0,2018.0,2018.0,0.0,105058.9258489694
623.8458481514735,72.0,45789.36969454962,831.108357707144,26.93411936319307,7.321741145711556,0.03292104414065385,1.0,0.0,45789.36969454962,9791.209451586321,9157.873938909925,0.0,2018.0,2018.0,0.0,-15977.504679896743
