TERM_OF_LOAN,Profitability,Origination_year,YEAR,Months_elapsed,CREDIT_SCORE_BUCKET,OPB,PAYMENT_AMOUNT,AUTO_PTI_TOTAL
72.0,160.2574520537162,2020.0,2024.0,48.0,601-660,696.7715306683313,420.3114819691648,7.64635736076668
72.0,0.0,2020.0,2025.0,60.0,601-660,0.0,420.3114819691648,7.64635736076668
72.0,0.0,2020.0,2026.0,72.0,601-660,0.0,420.3114819691648,7.64635736076668
72.0,0.0,2020.0,2027.0,84.0,601-660,0.0,420.3114819691648,7.64635736076668
72.0,0.016908106636146315,2020.0,2020.0,0.0,601-660,22598.88271350597,431.4214781932157,7.434936377872919
72.0,3484.3649950374765,2020.0,2021.0,12.0,601-660,17421.82497518738,431.4214781932157,7.434936377872919
72.0,2571.4011197424466,2020.0,2022.0,24.0,601-660,12244.767236868793,431.4214781932157,7.434936377872919
72.0,1554.896089681045,2020.0,2023.0,36.0,601-660,7067.709498550204,431.4214781932157,7.434936377872919
72.0,434.84990485327177,2020.0,2024.0,48.0,601-660,1890.6517602316162,431.4214781932157,7.434936377872919
72.0,0.0,2020.0,2025.0,60.0,601-660,0.0,431.4214781932157,7.434936377872919
72.0,0.0,2020.0,2026.0,72.0,601-660,0.0,431.4214781932157,7.434936377872919
72.0,0.0,2020.0,2027.0,84.0,601-660,0.0,431.4214781932157,7.434936377872919
75.0,0.07950996594332599,2020.0,2020.0,0.0,660+,21781.549475887172,404.1399477168091,11.225116056183209
75.0,3386.374020657093,2020.0,2021.0,12.0,660+,16931.870103285462,404.1399477168091,11.225116056183209
75.0,2537.260053443588,2020.0,2022.0,24.0,660+,12082.190730683753,404.1399477168091,11.225116056183209
75.0,1591.1524987780497,2020.0,2023.0,36.0,660+,7232.511358082043,404.1399477168091,11.225116056183209
75.0,548.0513566604768,2020.0,2024.0,48.0,660+,2382.831985480334,404.1399477168091,11.225116056183209
75.0,0.0,2020.0,2025.0,60.0,660+,0.0,404.1399477168091,11.225116056183209
75.0,0.0,2020.0,2026.0,72.0,660+,0.0,404.1399477168091,11.225116056183209
75.0,0.0,2020.0,2027.0,84.0,660+,0.0,404.1399477168091,11.225116056183209
75.0,0.034157961729528986,2020.0,2020.0,0.0,<600,46026.62564565115,749.3760012161672,26.6047697916167
75.0,7406.82272621143,2020.0,2021.0,12.0,<600,37034.113631057146,749.3760012161672,26.6047697916167
75.0,5888.7363394572585,2020.0,2022.0,24.0,<600,28041.601616463136,749.3760012161672,26.6047697916167
75.0,4190.799712411208,2020.0,2023.0,36.0,<600,19049.089601869127,749.3760012161672,26.6047697916167
75.0,2313.012845073279,2020.0,2024.0,48.0,<600,10056.577587275126,749.3760012161672,26.6047697916167
75.0,255.37573744346795,2020.0,2025.0,60.0,<600,1064.0655726811165,749.3760012161672,26.6047697916167
75.0,0.0,2020.0,2026.0,72.0,<600,0.0,749.3760012161672,26.6047697916167
75.0,0.0,2020.0,2027.0,84.0,<600,0.0,749.3760012161672,26.6047697916167
72.0,0.048368544499650494,2020.0,2020.0,0.0,<600,20845.84221593324,401.7601139959073,7.45987211341185
72.0,3204.9441695964706,2020.0,2021.0,12.0,<600,16024.720847982353,401.7601139959073,7.45987211341185
72.0,2352.7558908066076,2020.0,2022.0,24.0,<600,11203.599480031466,401.7601139959073,7.45987211341185
72.0,1404.1451846577268,2020.0,2023.0,36.0,<600,6382.4781120805765,401.7601139959073,7.45987211341185
72.0,359.1120511498289,2020.0,2024.0,48.0,<600,1561.356744129691,401.7601139959073,7.45987211341185
72.0,0.0,2020.0,2025.0,60.0,<600,0.0,401.7601139959073,7.45987211341185
72.0,0.0,2020.0,2026.0,72.0,<600,0.0,401.7601139959073,7.45987211341185
72.0,0.0,2020.0,2027.0,84.0,<600,0.0,401.7601139959073,7.45987211341185
75.0,0.025238950100942705,2020.0,2020.0,0.0,<600,17748.30067447735,393.58659175517806,11.227441082352211
75.0,2605.0523146830424,2020.0,2021.0,12.0,<600,13025.261573415211,393.58659175517806,11.227441082352211
75.0,1743.4667191941455,2020.0,2022.0,24.0,<600,8302.222472353074,393.58659175517806,11.227441082352211
75.0,787.4203416840062,2020.0,2023.0,36.0,<600,3579.1833712909374,393.58659175517806,11.227441082352211
75.0,0.0,2020.0,2024.0,48.0,<600,0.0,393.58659175517806,11.227441082352211
75.0,0.0,2020.0,2025.0,60.0,<600,0.0,393.58659175517806,11.227441082352211
75.0,0.0,2020.0,2026.0,72.0,<600,0.0,393.58659175517806,11.227441082352211
75.0,0.0,2020.0,2027.0,84.0,<600,0.0,393.58659175517806,11.227441082352211
49.0,0.04861217757160864,2020.0,2020.0,0.0,601-660,16464.51295336836,327.36654812059464,11.15079913663614
49.0,2507.222875184245,2020.0,2021.0,12.0,601-660,12536.114375921225,327.36654812059464,11.15079913663614
49.0,1807.6203176795589,2020.0,2022.0,24.0,601-660,8607.71579847409,327.36654812059464,11.15079913663614
49.0,1029.44978862593,2020.0,2023.0,36.0,601-660,4679.317221026955,327.36654812059464,11.15079913663614
49.0,172.7112880233582,2020.0,2024.0,48.0,601-660,750.9186435798183,327.36654812059464,11.15079913663614
49.0,0.0,2020.0,2025.0,60.0,601-660,0.0,327.36654812059464,11.15079913663614
49.0,0.0,2020.0,2026.0,72.0,601-660,0.0,327.36654812059464,11.15079913663614
49.0,0.0,2020.0,2027.0,84.0,601-660,0.0,327.36654812059464,11.15079913663614
75.0,0.01997513608424938,2020.0,2020.0,0.0,660+,27445.564499521737,424.5351154027904,23.00247363378014
75.0,4470.2286229376505,2020.0,2021.0,12.0,660+,22351.143114688253,424.5351154027904,23.00247363378014
75.0,3623.9115632695016,2020.0,2022.0,24.0,660+,17256.72172985477,424.5351154027904,23.00247363378014
75.0,2675.7060759046826,2020.0,2023.0,36.0,660+,12162.300345021284,424.5351154027904,23.00247363378014
75.0,1625.6121608431936,2020.0,2024.0,48.0,660+,7067.878960187798,424.5351154027904,23.00247363378014
75.0,473.62981808503537,2020.0,2025.0,60.0,660+,1973.457575354314,424.5351154027904,23.00247363378014
75.0,0.0,2020.0,2026.0,72.0,660+,0.0,424.5351154027904,23.00247363378014
75.0,0.0,2020.0,2027.0,84.0,660+,0.0,424.5351154027904,23.00247363378014
72.0,0.012589726673558444,2020.0,2020.0,0.0,660+,21210.787946503417,399.66899851770273,11.95755079944146
72.0,3282.951992858197,2020.0,2021.0,12.0,660+,16414.759964290984,399.66899851770273,11.95755079944146
72.0,2439.9337162364955,2020.0,2022.0,24.0,660+,11618.73198207855,399.66899851770273,11.95755079944146
72.0,1500.994879970546,2020.0,2023.0,36.0,660+,6822.7039998661185,399.66899851770273,11.95755079944146
72.0,466.13548406034744,2020.0,2024.0,48.0,660+,2026.6760176536845,399.66899851770273,11.95755079944146
72.0,0.0,2020.0,2025.0,60.0,660+,0.0,399.66899851770273,11.95755079944146
72.0,0.0,2020.0,2026.0,72.0,660+,0.0,399.66899851770273,11.95755079944146
72.0,0.0,2020.0,2027.0,84.0,660+,0.0,399.66899851770273,11.95755079944146
72.0,0.030435881900613082,2020.0,2020.0,0.0,601-660,23444.90487286713,441.7252340027864,11.79441957781876
72.0,3628.8404129667383,2020.0,2021.0,12.0,601-660,18144.20206483369,441.7252340027864,11.79441957781876
72.0,2697.1348439280537,2020.0,2022.0,24.0,601-660,12843.499256800256,441.7252340027864,11.79441957781876
72.0,1659.4152187287002,2020.0,2023.0,36.0,601-660,7542.79644876682,441.7252340027864,11.79441957781876
72.0,515.681537368678,2020.0,2024.0,48.0,601-660,2242.093640733383,441.7252340027864,11.79441957781876
72.0,0.0,2020.0,2025.0,60.0,601-660,0.0,441.7252340027864,11.79441957781876
72.0,0.0,2020.0,2026.0,72.0,601-660,0.0,441.7252340027864,11.79441957781876
72.0,0.0,2020.0,2027.0,84.0,601-660,0.0,441.7252340027864,11.79441957781876
72.0,0.021531184871806466,2020.0,2020.0,0.0,601-660,23406.980796478347,441.74461135615593,7.34059500014698
72.0,3621.2090920408955,2020.0,2021.0,12.0,601-660,18106.045460204477,441.74461135615593,7.34059500014698
72.0,2689.073126025427,2020.0,2022.0,24.0,601-660,12805.110123930604,441.74461135615593,7.34059500014698
72.0,1650.9184532844813,2020.0,2023.0,36.0,601-660,7504.174787656733,441.74461135615593,7.34059500014698
72.0,506.7450738180583,2020.0,2024.0,48.0,601-660,2203.239451382862,441.74461135615593,7.34059500014698
72.0,0.0,2020.0,2025.0,60.0,601-660,0.0,441.74461135615593,7.34059500014698
72.0,0.0,2020.0,2026.0,72.0,601-660,0.0,441.74461135615593,7.34059500014698
72.0,0.0,2020.0,2027.0,84.0,601-660,0.0,441.74461135615593,7.34059500014698
72.0,0.09718988828216794,2020.0,2020.0,0.0,<600,20713.35389744016,386.3302135989271,11.38190224900924
72.0,3215.478266850607,2020.0,2021.0,12.0,<600,16077.391334253034,386.3302135989271,11.38190224900924
72.0,2402.7000419238407,2020.0,2022.0,24.0,<600,11441.428771065908,386.3302135989271,11.38190224900924
72.0,1497.2025657333324,2020.0,2023.0,36.0,<600,6805.466207878784,386.3302135989271,11.38190224900924
72.0,498.985838279081,2020.0,2024.0,48.0,<600,2169.5036446916565,386.3302135989271,11.38190224900924
72.0,0.0,2020.0,2025.0,60.0,<600,0.0,386.3302135989271,11.38190224900924
72.0,0.0,2020.0,2026.0,72.0,<600,0.0,386.3302135989271,11.38190224900924
72.0,0.0,2020.0,2027.0,84.0,<600,0.0,386.3302135989271,11.38190224900924
72.0,0.07622969832264911,2020.0,2020.0,0.0,601-660,17235.438015890235,322.2985033868221,8.75268263832743
72.0,2673.5711950496743,2020.0,2021.0,12.0,601-660,13367.85597524837,322.2985033868221,8.75268263832743
72.0,1995.0575262673658,2020.0,2022.0,24.0,601-660,9500.273934606505,322.2985033868221,8.75268263832743
72.0,1239.1922166722204,2020.0,2023.0,36.0,601-660,5632.691893964638,322.2985033868221,8.75268263832743
72.0,405.9752662642381,2020.0,2024.0,48.0,601-660,1765.1098533227741,322.2985033868221,8.75268263832743
72.0,0.0,2020.0,2025.0,60.0,601-660,0.0,322.2985033868221,8.75268263832743
72.0,0.0,2020.0,2026.0,72.0,601-660,0.0,322.2985033868221,8.75268263832743
72.0,0.0,2020.0,2027.0,84.0,601-660,0.0,322.2985033868221,8.75268263832743
75.0,0.07228551454989328,2020.0,2020.0,0.0,601-660,43659.353664812304,784.332638303634,22.2354114926625
75.0,6849.4724010337395,2020.0,2021.0,12.0,601-660,34247.362005168696,784.332638303634,22.2354114926625
75.0,5215.427772560268,2020.0,2022.0,24.0,601-660,24835.370345525087,784.332638303634,22.2354114926625
75.0,3393.143310893926,2020.0,2023.0,36.0,601-660,15423.378685881482,784.332638303634,22.2354114926625
75.0,1382.61901603471,2020.0,2024.0,48.0,601-660,6011.38702623787,784.332638303634,22.2354114926625
75.0,0.0,2020.0,2025.0,60.0,601-660,0.0,784.332638303634,22.2354114926625
75.0,0.0,2020.0,2026.0,72.0,601-660,0.0,784.332638303634,22.2354114926625
75.0,0.0,2020.0,2027.0,84.0,601-660,0.0,784.332638303634,22.2354114926625
75.0,0.09034082167397472,2020.0,2020.0,0.0,601-660,22845.25179538981,413.6784460959988,11.14251553761893
75.0,3576.2220884475646,2020.0,2021.0,12.0,601-660,17881.110442237823,413.6784460959988,11.14251553761893
75.0,2712.563508708026,2020.0,2022.0,24.0,601-660,12916.969089085838,413.6784460959988,11.14251553761893
75.0,1749.6221019054474,2020.0,2023.0,36.0,601-660,7952.827735933852,413.6784460959988,11.14251553761893
75.0,687.3978680398294,2020.0,2024.0,48.0,601-660,2988.686382781867,413.6784460959988,11.14251553761893
75.0,0.0,2020.0,2025.0,60.0,601-660,0.0,413.6784460959988,11.14251553761893
75.0,0.0,2020.0,2026.0,72.0,601-660,0.0,413.6784460959988,11.14251553761893
75.0,0.0,2020.0,2027.0,84.0,601-660,0.0,413.6784460959988,11.14251553761893
72.0,0.08429131492749686,2020.0,2020.0,0.0,601-660,15663.342566623043,322.1352807389849,11.43586107517164
72.0,2359.543839551045,2020.0,2021.0,12.0,601-660,11797.719197755225,322.1352807389849,11.43586107517164
72.0,1665.7401240663553,2020.0,2022.0,24.0,601-660,7932.095828887406,322.1352807389849,11.43586107517164
72.0,894.6239412043093,2020.0,2023.0,36.0,601-660,4066.4724600195877,322.1352807389849,11.43586107517164
72.0,46.19529096490693,2020.0,2024.0,48.0,601-660,200.84909115176924,322.1352807389849,11.43586107517164
72.0,0.0,2020.0,2025.0,60.0,601-660,0.0,322.1352807389849,11.43586107517164
72.0,0.0,2020.0,2026.0,72.0,601-660,0.0,322.1352807389849,11.43586107517164
