MORTGAGE_TRDLN_TOTAL,RECENT_OPEN_ACCT_TRDLN_OPEN_TOTAL,ALL_TRDLN_TAGGED_TOTAL,DEROG_TRDLN_TOTAL,INQUIRY_CNT_TOTAL,CREDIT_SCORE_AVG_CALC,ALL_CREDIT_HISTORY_MONTHS_TOTAL,CASH_DOWN_CONTRACT,RECENT_OPEN_ACCT_CUR_BAL_OPEN_TOTAL,COLLECTIONS_CUR_BAL_TOTAL,CREDIT_CARD_AVAILABLE_TOTAL,REVOLVING_AVAILABLE_TAGGED_TOTAL,CREDIT_CARD_CREDIT_LIMIT_TOTAL,BANK_CARD_CREDIT_LIMIT_TOTAL,CREDIT_CARD_CUR_BAL_OPEN_TOTAL,INSTALLMENT_MO_PMT_TOTAL,REVOLVING_CUR_BAL_TOTAL,AUTO_ORIG_BAL_PAID_TOTAL,VEHICLE_MILEAGE,AUTO_ORIG_BAL_MAX_TOTAL,INSTALLMENT_CUR_BAL_TOTAL,PAYMENT_AMOUNT,AUTO_PTI_TOTAL,OPB,INQUIRY_RECENT_CNT_TOTAL,DEALER_RESERVE,AUTO_CREDIT_HISTORY_MONTHS_MAX_TOTAL,DEROG_CUR_BAL_TOTAL,DEROG_MO_PMT_TOTAL,PAYMENT_MADE_CNT_TOTAL,PAYMENT_MADE_CNT_TAGGED_TOTAL,AUTO_PAYMENT_MADE_CNT_TOTAL,DEALER_ADDS_PERCENT,DELINQ_CNT_30_DAY_TOTAL,TOTAL_DOWN_CONTRACT_PERCENT,Loan_Status,PREPAYMENT_EVENT_LABEL,Timestamp_x,TERM_OF_LOAN,Predicted_Probability
0.0,0.0566690891403837,5.200186653915242,2.7611118446239304,17.87103611862795,381.0234992844245,44.162155791991125,3089.8809850563775,0.0,0.0,319.69683915066526,-483.6125570889755,581.3488325613162,0.0,0.0,867.2411765114842,0.0,5261.327653401469,20563.33066426681,10264.366020012774,7943.118484388462,400.27927283256105,0.2731095641566877,20564.05892425563,22.936606094848415,-0.5838214678214164,24.70402926127895,0.0,0.0,169.98160824369438,51.21986200472334,30.082349142964375,2.806846439291987,1.252350481530554,37.914574541375615,0,0,2022-09-20 19:01:01.566156608,74.28288858103589,0.4157306724018464
0.0,2.7621698194360342,8.656345884029475,5.037595084097818,16.78144417620722,628.5941127283099,72.93074952949607,94.42433921369502,15094.922648484082,11927.26412421955,209.0862438431168,-628.3177071627726,431.76018241614656,0.0,21.81898496598069,893.2890258203371,0.0,3534.672832798624,6400.37424443692,9651.262817995625,10093.708087787363,424.60700184817387,0.10235820517948,22365.239412381023,5.658811536822481,1.7407655055048272,35.35921145388982,0.0,0.0,282.0696279196636,479.21128931824273,36.63110523419951,3.1779513849816876,1.4077154237879927,0.0,1,1,2023-05-31 23:03:24.140414048,75.0,0.3564261287197509
0.0,0.0566690891403837,24.003539042274213,8.052072518975024,13.113068190266544,716.201213200365,311.881604368753,7332.326747047888,6896.316437099062,9705.777248168662,4933.672524662871,4974.97038785821,1415.1497311455314,0.0,0.0,678.807619150663,51978.776894928946,3534.672832798624,61608.01417969794,13526.760541490938,6799.175069425979,517.9031205763195,0.1029070645148955,23385.044092685464,7.057266717221943,1.7407655055048272,24.81341168547785,22360.23306343363,1063.409419637995,760.4250111077524,242.6861699742564,30.52070525176775,5.355586361125644,1.1720805097116995,33.3456767856323,0,0,2019-05-05 21:59:44.878487848,71.62319703663071,0.4342591908347582
0.0,0.202343793823402,6.0890826226254005,3.18274005537173,16.652568877840892,622.5753743684018,167.4337185525731,85.26134274626293,0.0,0.0,274.3939114823954,-34.87344672981112,574.8994940382727,0.0,130.65152075242986,872.3315819535361,188981.3810243527,3663.628869655571,71262.26290463479,8637.9222524287,6564.466947954148,315.7144954495335,0.1117597942116089,15890.757381106412,5.789266121045998,0.4029593356533172,26.87187757612871,0.0,0.0,304.36916975663064,57.06463344525122,35.649562779502084,5.848646912768184,1.1798875526066528,6.4369367854850665,1,0,2019-07-17 06:53:01.998199820,68.08387252937668,0.5151608026680976
0.0,0.1071775607970444,18.72381059686926,3.950163897318615,18.075542396644096,721.3434401729749,156.19185602638078,192.704484378462,0.0,0.0,224.74604811321592,-466.8325409949082,15804.97808333046,0.0,272.4463777092142,802.8228605239245,0.0,12096.72400943354,6409.213899812941,25454.69517465187,9881.918134182311,676.9090536720419,0.2733591553164577,39691.20222192724,6.049447680073821,1.5437229229712397,40.517160260753606,851.0030976939015,71.7789330377833,232.3158441685443,57.660031676907195,145.4645013832866,4.995415572559688,0.9281122211278134,0.0,1,0,2022-08-18 00:52:42.556255632,75.0,0.3690959148396329
1.074951800767623,1.9530716156376384,28.10536664351507,19.52364550045356,15.197190512265616,754.419448958509,83.83602993560888,85.26134274626293,0.0,0.0,2763.7930708745535,13146.936339502576,2153.3379683990315,0.0,482.57729594269085,4495.406429722464,192556.4129647881,3534.672832798624,33820.059357961145,12324.341205660725,11541.621073550195,430.7860830675334,0.2198530697346868,22625.224377166567,7.217463020998118,1.897937880246235,24.70831177688284,0.0,0.0,240.20279640020289,87.97988347214459,27.999373877614815,16.2524219182958,1.639497476166281,0.0,1,1,2024-02-17 01:21:22.088208832,75.0,0.48482372916887523
2.057011962071192,1.130931521591811,6.878760526191893,3.8173275934275024,14.915559508848936,619.1097404245259,49.698772380622955,85.26134274626293,0.0,0.0,207.5135514233741,-811.6139904745871,638.5703866716285,0.0,226.67551289621952,782.7704275975545,73329.76505827451,11086.68580419184,22797.307212735213,15399.618554279878,8403.746480035461,415.0232987701464,0.0810531091109214,23030.760092082222,7.903072083274696,1.314296154926579,35.64984602919903,0.0,0.0,413.42085094270936,81.43823919355205,53.43964823656343,5.123110934515142,33.138710164243605,0.0,1,0,2023-02-17 15:32:29.594959488,75.0,0.43309538267085024
0.051161382578222,0.0566690891403837,6.97618655022365,4.211294145848925,78.554449425246,635.5534666464804,83.75541620552914,1946.0888207245184,0.0,2287.069779308329,343.8860580050533,-607.3934076797257,1053.2365739589732,0.0,0.0,803.9631384574262,0.0,142049.19656432272,9213.822681918082,46892.936748920154,142397.96908911108,766.9637314411248,0.2264028286269276,42049.567965306866,30.49429438832911,2.57935912967855,45.25337428729848,24759.33664612795,653.3868601464224,422.112781533565,164.8302711928677,250.88517241822035,9.171065493768973,36.436404914341445,0.0,1,1,2018-07-20 10:26:36.399639964,75.0,0.557376180867244
0.0,0.0566690891403837,6.634295922763302,2.3385577556478188,13.648197944522623,668.5992766620128,113.019931082205,3717.0120004888954,18092.936876153508,4206.031351237162,3682.465494881607,-522.8176568200713,47320.29318127918,40419.887981190725,18552.04281039542,753.4774005185317,0.0,11665.89460580709,13702.54247296369,52949.711157706886,7282.004586522853,749.7337665322998,0.1122351623661001,43995.94881737508,5.544233280113593,1.6947995352525012,33.083804597066305,0.0,0.0,261.1437645861273,82.1824163463654,40.198557961569215,8.083179009654115,2.552393495571442,0.0,0,0,2022-02-13 21:23:27.380738080,75.0,0.3148892175700505
0.0,0.112318665605085,7.875013297924243,4.141724642992962,18.48216873349512,477.7070045062781,100.80690388593308,117.90933671104312,0.0,0.0,-1341.5395651299357,-852.354070805058,486.82543934258865,0.0,0.0,646.4179733960453,0.0,3534.672832798624,6412.9925046279095,12402.726398744557,7090.865931546126,410.459680254758,0.1197955040775464,21138.073253620743,32.22877911383275,1.5106269816525326,23.151205056378856,0.0,0.0,220.63724006674244,288.93309260248895,25.01284036009463,2.2969248775515245,5.655520311634382,22.013835297612303,1,0,2020-09-12 06:09:58.379837984,75.0,0.386345895679639
0.0,0.0566690891403837,8.21927786704854,3.230053892273507,17.848798004583028,616.4845779132066,115.09854265938404,85.26134274626293,0.0,0.0,289.1887756671035,-821.9412646204153,1215.908861629905,0.0,45.318674096242376,881.768356676677,62477.153674082845,12005.410270472805,6414.398206020924,15163.504348759754,12198.164777162729,445.9409695675256,0.0974228937712536,22857.647328499053,7.901503643655594,2.3417365079526067,29.364406797989425,0.0,0.0,393.3800734901265,99.54635020810974,48.16230850202647,3.736549138550923,0.9486692012091424,15.681056176495508,1,0,2019-02-28 10:16:05.616561656,75.0,0.4222554585821416
0.626383547822943,3.9741310971273025,8.852584257392559,2.827832132896563,21.39830094246331,617.7167536312744,112.55584252588928,5506.9469939369155,0.0,0.0,6427.213424366549,11740.72888160925,35335.016447949325,56597.10729009803,200.4301227215092,761.775474361446,0.0,146856.5632247972,120930.2534289741,16784.46140497731,10396.585977538747,314.45748014334816,0.0699895926694007,15637.479538638065,29.37366488753422,1.7407655055048272,32.60592223081805,0.0,0.0,1000.2670966641624,71.72116666138713,238.98358083267516,5.600275185065841,1.6307461563105354,0.0,0,1,2020-08-16 09:44:15.985598560,57.755461460864296,0.616169543063603
1.552131582908228,3.667446495030215,4.725789739722336,2.7726860525274644,86.23033417526803,615.8753133220346,86.04915926603465,135.80104533037434,0.0,0.0,4428.361521943934,3498.7595379162003,2184.247315368598,19835.898253010113,12.986424435131084,2270.1869543761068,0.0,5393.741145372387,103371.68144905027,13563.434770311982,12010.285506481565,612.1135983300951,0.0818118616763647,38315.39439302616,26.852536412380328,-0.6014118245419071,35.1561841929945,0.0,0.0,241.75316757216143,39.78283665360696,44.28654150116871,3.3389625592051058,1.0820300968705991,0.0,1,1,2019-12-03 09:38:13.069306928,74.34979296592718,0.4083904104647388
0.1282658161483444,2.664506007841996,7.656369156519718,2.7559764025895577,21.876805363959797,471.4960939330996,60.27897185727007,243.22251873614744,44114.973827618065,0.0,215.79313528112425,-625.3806823850616,476.3984030423271,0.0,3322.9292513970945,4722.968292672324,2433.8614228301267,3534.672832798624,6402.327031661855,9372.597113295942,210163.50441666707,808.7857443024052,0.1138464835832767,42574.269503464355,22.596970389957836,1.8558986099388823,19.398624337112835,0.0,0.0,152.55024894412787,45.58291831909915,26.25848723556132,2.1419168394516417,1.2615760380780534,0.0,1,0,2020-05-29 09:16:36.939693968,75.0,0.477849308651264
0.0,2.952165882660872,15.306086588756004,5.024442665695419,17.917586203330323,485.42796567612254,85.061848521292,153.94660807606328,34052.43328723645,0.0,-648.0622425883685,-647.3770853883614,753.444235248784,0.0,0.0,829.9714763502975,0.0,9894.29279638463,16624.76131884416,37525.39513228576,6820.682463671954,633.8389617602628,0.0981726490122008,33248.45939208318,6.96789685802245,1.7407655055048272,22.483245033016907,0.0,0.0,364.38193518433013,81.01826369537241,34.418632076408855,14.189566223646317,1.3527290852209486,0.0,0,1,2022-12-26 04:49:19.495949600,75.0,0.4173744691057164
0.0880154894260059,3.5766115590670298,6.330812563007483,5.0879321254782806,54.14059674631293,616.6360401228668,85.31620437319856,198.90561569220085,0.0,3686.603834010025,-2397.4660836297944,-760.0470587031102,447.36996765264666,0.0,0.0,891.9286366639636,0.0,3534.672832798624,26661.628061323885,8027.743105280015,9085.95559753716,446.6598022580186,0.1642761151401082,21591.471745248393,34.6428867626763,1.7611366372812098,24.686320000352133,40494.02973929228,0.0,221.52530558236532,61.37177359845458,24.546296190441325,2.2313814859071,1.1040176718220618,0.5286818045586419,1,0,2018-12-22 15:51:12.907290728,59.30372004092117,0.3234192833529629
0.0,0.0566690891403837,14.818561191507769,28.896589134921676,16.172206294699485,619.5360696529908,89.14014266908868,116.35693603679692,11306.611482399576,0.0,-2271.4207806575923,-797.9539205711587,430.7463952244907,0.0,0.0,806.2686984988889,0.0,3534.672832798624,12256.915774374647,10711.803482981437,7297.632682673462,618.851717188606,0.098842818503754,31463.532826705763,6.099099272031451,1.7407655055048272,25.97105700334319,0.0,0.0,165.5559902291966,45.843258224520696,30.30937892605332,6.7029891215673585,1.0972279057092091,0.0,1,0,2024-10-20 13:49:22.736273632,74.2238027768837,0.3411487282332451
0.0,3.755287254699948,8.543759167954526,4.599778959674019,18.088282492886876,615.5910441190877,53.65040690318816,154.23797025881572,47406.03761898937,0.0,-1280.2632343534235,-634.3426261068901,855.0037069689406,0.0,0.0,769.9121300877772,0.0,43767.571172078635,6404.784739117993,27740.91986605422,8237.733472524142,490.84150690044305,0.1052005492343805,23556.650882562102,7.855031945829343,1.7407655055048272,30.563737319818973,0.0,0.0,216.40115391945375,40.98627075444844,33.54076469776416,3.498388293783086,0.9281122211278134,0.0,1,1,2020-06-25 17:58:48.712871288,75.0,0.42678945021915277
0.0,3.305497308347966,26.441489482674346,23.92315991114257,47.74131223209385,515.550627707432,59.07818349211806,91.24129261608256,0.0,0.0,-1977.3851483496649,-641.7411051941524,474.4289818340494,0.0,0.0,848.6210093449072,0.0,7845.42140821588,9491.404062844882,10275.722518703618,7545.482391937523,348.8985225546991,0.1038684361056518,17844.86584137094,8.450718567337713,2.267467063941133,33.4127933105326,0.0,0.0,222.052316825424,44.06321557021069,36.06768833330342,6.413307844084885,1.9058774058188703,0.0,0,0,2025-06-19 11:48:58.973897376,75.0,0.3964725318347968
0.1590292086603301,0.0566690891403837,6.770881133655626,3.97063618833023,16.0352547165379,517.2751332238834,303.06116922033567,8196.504716865158,0.0,5111.724664588975,321.50970504698887,-517.9099840166734,2654.8096434515146,0.0,20799.810007604872,774.7895549218813,0.0,161583.87928494893,22946.414457976112,54396.598675446,11427.937932120169,591.4749092678478,0.2610937946407182,34006.90250095929,6.562768084964966,1.7407655055048272,124.7284148148486,0.0,0.0,594.3508563108923,78.44065469743306,270.987918256939,3.0928159117634326,2.301152776099891,0.0,1,1,2019-04-06 12:11:35.589558956,75.0,0.3553061972701827
1.5526398935443462,0.1186546500890616,28.70741800284626,4.900327610179145,14.477144127613933,629.4268318549747,88.7653658230931,161.16244212483684,0.0,651.5891609622242,206.25420743520112,-609.9139563417768,1801.7177835310313,0.0,12711.463309873876,877.0339320723331,139261.15858923882,11082.021377521016,46904.4850067383,12913.752808837997,206701.25083103057,398.7403857366438,0.0692162683440025,22056.06042818301,6.70511478901657,1.6020609898842626,30.67051815575695,37093.08277851353,0.0,1356.2598553959133,79.72428333306213,87.15901120198374,4.7673883606737295,1.3593294252340629,0.0,0,1,2022-10-29 09:45:59.675967600,74.0085843748506,0.4892140652539087
0.0,0.0566690891403837,7.349623385743896,15.473099133188969,19.402884045726836,621.6867208997186,69.38276326660926,85.26134274626293,0.0,8962.518363674162,-847.5184932522095,-612.2674138252444,1289.496863535478,0.0,0.0,3924.0098102902857,0.0,8372.448159545718,6415.90186919058,9725.13617620144,6719.182483830689,388.2993223158877,0.1128527054917206,20822.258882356728,6.444742354975025,1.7407655055048272,23.599342132951232,45841.1467755426,1523.742999381978,314.1091238605894,47.58074605354105,40.702785408558384,19.68346527476273,3.3240938630891845,0.0,0,1,2023-02-11 12:14:37.047704768,75.0,0.42696378915741195
0.0,1.8076733135255765,26.624642765936372,5.464083632193112,62.29024264798048,619.0154338488887,179.06910098352034,97.62547878016336,0.0,8495.238187450333,226.02344862104087,-559.6129495306643,1256.0596928822088,0.0,0.0,732.1140318819126,0.0,9576.60143740071,100946.74192184913,16137.69338253048,8752.127493858636,407.34850158139375,0.2559091129558335,20405.046548650465,17.69068641663753,1.1642286814258611,32.644682067266494,22759.11888660824,138.15154124893067,340.5379656332378,117.89815142367443,51.87727800271786,4.287334847542493,2.3387058942677155,0.0,1,1,2024-02-19 08:35:34.293429344,74.28038444351645,0.411121620554651
0.0,3.65823825822643,8.340565112215225,8.140191045419362,17.148715682186044,686.6392219695172,92.32711306409652,85.26134274626293,0.0,0.0,217.597336825085,-604.6588121104439,1348.9918771936518,0.0,0.0,863.5482880431927,157256.44440699532,8788.64131079472,109160.90775516,15908.454387038022,10489.585766337565,369.3547846236768,0.1113621656686819,18387.95464408196,7.265704060456038,1.7407655055048272,30.75455368392541,0.0,0.0,297.1128607467252,55.28867876885283,42.45530721498755,6.519362587057092,0.9281122211278134,0.0,1,0,2018-07-05 02:11:55.031503150,74.47016892182387,0.524140711208557
0.0,0.1620902793022305,5.034575475982814,3.5157090066277297,17.74130453069512,429.5422165053274,53.657136384932755,114.63129634861777,14924.928692848413,0.0,-2460.5553811057744,-760.9313000268887,568.3704438420882,0.0,0.0,755.0032457612693,156528.0557634763,3534.672832798624,15704.337652357155,10165.130759443817,6796.339062897336,438.09654040640544,0.1088624680532078,23524.7694480973,7.292905515671831,-0.329792175389755,28.16426285711521,19903.643479291,0.0,285.96845589691077,44.08975460464529,33.82905728012701,12.545095738249987,1.8132950409183284,0.0,1,0,2021-04-07 09:28:16.849684960,75.0,0.45175447713769956
0.0641646856516731,0.0566690891403837,4.139501568986539,2.511279048365699,14.061916245701568,655.340127984547,100.44822581694726,88.83166595675107,0.0,0.0,207.93549488041867,-825.3344849633006,861.732397195321,0.0,0.0,771.4684779570408,0.0,4280.541340726522,35124.643319266266,11913.997797355813,8617.088106885516,275.289194109777,0.0972542466821113,14482.6697065985,7.474253818586328,0.3452529977772951,24.716868437548115,0.0,0.0,188.21374127712164,36.977137416156424,30.712049420398365,22.02107752067591,0.9281122211278134,0.0,0,0,2020-04-29 17:20:12.961296128,75.0,0.4086749470624745
0.6279098042949893,0.1285222392880681,33.8136203168753,29.294287182806027,50.02711931518687,550.4174329884778,329.57415505975797,105.22647275700363,0.0,14162.98586386264,209.41307876713495,-780.0685395838998,2039.7815499998003,70772.38680065375,0.0,1705.309215978702,34701.40642784681,5889.148030498087,30447.523665360004,17490.772507737736,7828.504588287869,391.91270053714175,0.1137402482504224,19927.349928970507,8.53079217318501,-0.1482596049527311,93.91147803375998,31183.613355689467,1577.2572804996244,1828.1049535428176,283.1078966798938,76.04171624239791,3.5547865035359036,35.29159992224759,25.675147325898283,1,0,2025-01-26 06:18:54.113411328,75.0,0.4728874184871836
2.531294489382348,0.0566690891403837,8.986817394524936,10.38408448264181,61.81013118571843,627.6902522344662,334.14678528127234,6658.9702715424755,0.0,0.0,9709.880539069423,2256.8802540952806,57005.29969155886,87732.13297500172,10.84606217406008,808.7898986627646,69768.35296924383,135984.9364932146,29502.72154392019,43500.61354218838,11416.719554425552,419.8748417120542,0.0759288035261721,22760.44097250357,8.348668091646458,1.947527357342473,32.20670156532254,0.0,0.0,1310.9872601546513,51.9483108144578,162.75953264472224,8.639750493530958,9.98336486989158,0.0,1,1,2024-11-18 17:29:17.335733568,74.59703796258185,0.6623172915315256
0.0,0.0760534185985298,27.47780257874227,20.36026381901286,32.63205377354426,621.8029551235893,128.9794357265714,224.6817173948824,0.0,0.0,-1750.7713107598013,-604.4301170087067,1470.614972817429,0.0,0.0,775.2033330309906,0.0,131896.19844741223,16018.25488865382,13957.001664648333,7221.947432771169,409.1579456586735,0.1312746390024272,22067.056420747635,11.706656600307216,1.7407655055048272,76.30008073361722,975.4789079719104,0.0,367.2604315563542,72.0427114337131,178.3389313264754,12.805930783759528,2.012384428297586,0.0,0,0,2020-04-14 02:57:16.903690368,75.0,0.46163685398799587
0.0,2.44795683382343,8.190725352304268,9.46266537432377,20.205029825086612,635.4680538077373,172.65230722734913,127.91148828808718,25637.865003581384,0.0,-1276.2533286924206,-860.0759415667937,1121.6919772653637,0.0,364.0708054627112,804.4694070129126,0.0,7346.320650058726,43381.24400943624,39380.12834508665,6657.389632938142,722.8584642970561,0.127581469654288,39583.88077530285,27.82538993919723,-0.668219066572129,98.98272131931468,0.0,0.0,294.069543545363,76.10385145548973,127.70791826609955,12.649148103137188,34.62469738903725,0.0,0,1,2021-10-15 03:58:55.193519344,75.0,0.38076187152418794
0.0,0.1966900200007951,6.043777977851353,3.8538192567444103,17.079804211157683,575.3443999476071,36.77591972197685,127.17882640095354,13879.323521889515,0.0,-2719.2375147839466,-741.1206155676252,451.8407147927955,0.0,0.0,709.3206554475767,0.0,8912.304874776353,7158.474775639643,16538.097378641152,6910.516475079232,385.2467444974755,0.1093592687069211,20051.69099534664,7.442115977341013,0.2220883249703826,36.47493927317986,0.0,0.0,160.8209277269213,38.81244002843975,41.28544490179498,7.205021339342231,1.1957450862338763,0.0,0,1,2019-07-28 12:55:48.334833484,75.0,0.38908055269818104
