TERM_OF_LOAN,Profitability,Origination_year,YEAR,Months_elapsed,CREDIT_SCORE_BUCKET,OPB,PAYMENT_AMOUNT,AUTO_PTI_TOTAL
75.0,0.0,2019.0,2025.0,72.0,601-660,0.0,535.8682974312939,10.05253638577366
75.0,0.0,2019.0,2026.0,84.0,601-660,0.0,535.8682974312939,10.05253638577366
75.0,0.03000145050585038,2019.0,2019.0,0.0,601-660,22580.032150064064,419.7976461865131,10.1731847072726
75.0,3508.4920791651816,2019.0,2020.0,12.0,601-660,17542.460395825907,419.7976461865131,10.1731847072726
75.0,2626.0266147334273,2019.0,2021.0,24.0,601-660,12504.88864158775,419.7976461865131,10.1731847072726
75.0,1642.8097152169103,2019.0,2022.0,36.0,601-660,7467.316887349592,419.7976461865131,10.1731847072726
75.0,558.8413806156301,2019.0,2023.0,48.0,601-660,2429.7451331114353,419.7976461865131,10.1731847072726
75.0,0.0,2019.0,2024.0,60.0,601-660,0.0,419.7976461865131,10.1731847072726
75.0,0.0,2019.0,2025.0,72.0,601-660,0.0,419.7976461865131,10.1731847072726
75.0,0.0,2019.0,2026.0,84.0,601-660,0.0,419.7976461865131,10.1731847072726
75.0,0.015981766654931975,2019.0,2019.0,0.0,<600,20056.700401553444,385.9791634567926,11.05778656749841
75.0,3084.990088014387,2019.0,2020.0,12.0,<600,15424.950440071932,385.9791634567926,11.05778656749841
75.0,2266.572100503988,2019.0,2021.0,24.0,<600,10793.200478590421,385.9791634567926,11.05778656749841
75.0,1355.5191137639601,2019.0,2022.0,36.0,<600,6161.4505171089095,385.9791634567926,11.05778656749841
75.0,351.83112779430155,2019.0,2023.0,48.0,<600,1529.700555627398,385.9791634567926,11.05778656749841
75.0,0.0,2019.0,2024.0,60.0,<600,0.0,385.9791634567926,11.05778656749841
75.0,0.0,2019.0,2025.0,72.0,<600,0.0,385.9791634567926,11.05778656749841
75.0,0.0,2019.0,2026.0,84.0,<600,0.0,385.9791634567926,11.05778656749841
75.0,0.09504666961313284,2019.0,2019.0,0.0,<600,20134.335025557768,378.9478821584232,7.82981715930425
75.0,3117.392087931338,2019.0,2020.0,12.0,<600,15586.96043965669,378.9478821584232,7.82981715930425
75.0,2318.313029288678,2019.0,2021.0,24.0,<600,11039.58585375561,378.9478821584232,7.82981715930425
75.0,1428.2864789279968,2019.0,2022.0,36.0,<600,6492.211267854531,378.9478821584232,7.82981715930425
75.0,447.3124368492942,2019.0,2023.0,48.0,<600,1944.836681953453,378.9478821584232,7.82981715930425
75.0,0.0,2019.0,2024.0,60.0,<600,0.0,378.9478821584232,7.82981715930425
75.0,0.0,2019.0,2025.0,72.0,<600,0.0,378.9478821584232,7.82981715930425
75.0,0.0,2019.0,2026.0,84.0,<600,0.0,378.9478821584232,7.82981715930425
75.0,0.045040236548029355,2019.0,2019.0,0.0,<600,23419.941517177,430.33391623130126,11.98086339274812
75.0,3651.186904480278,2019.0,2020.0,12.0,<600,18255.93452240139,430.33391623130126,11.98086339274812
75.0,2749.304780801412,2019.0,2021.0,24.0,<600,13091.927527625772,430.33391623130126,11.98086339274812
75.0,1744.1425172270342,2019.0,2022.0,36.0,<600,7927.920532850156,430.33391623130126,11.98086339274812
75.0,635.7001137571449,2019.0,2023.0,48.0,<600,2763.913538074543,430.33391623130126,11.98086339274812
75.0,0.0,2019.0,2024.0,60.0,<600,0.0,430.33391623130126,11.98086339274812
75.0,0.0,2019.0,2025.0,72.0,<600,0.0,430.33391623130126,11.98086339274812
75.0,0.0,2019.0,2026.0,84.0,<600,0.0,430.33391623130126,11.98086339274812
69.0,0.02518791298209444,2019.0,2019.0,0.0,601-660,15818.675131859734,298.55423116154384,12.819612774525291
69.0,2447.2048715842416,2019.0,2020.0,12.0,601-660,12236.024357921207,298.55423116154384,12.819612774525291
69.0,1817.2084526363633,2019.0,2021.0,24.0,601-660,8653.373583982682,298.55423116154384,12.819612774525291
69.0,1115.5590182097146,2019.0,2022.0,36.0,601-660,5070.722810044157,298.55423116154384,12.819612774525291
69.0,342.25656830429494,2019.0,2023.0,48.0,601-660,1488.07203610563,298.55423116154384,12.819612774525291
69.0,0.0,2019.0,2024.0,60.0,601-660,0.0,298.55423116154384,12.819612774525291
69.0,0.0,2019.0,2025.0,72.0,601-660,0.0,298.55423116154384,12.819612774525291
69.0,0.0,2019.0,2026.0,84.0,601-660,0.0,298.55423116154384,12.819612774525291
72.0,0.02519084800606547,2019.0,2019.0,0.0,601-660,16470.243443441403,306.61035002929634,7.759861328040531
72.0,2558.1838486179695,2019.0,2020.0,12.0,601-660,12790.919243089847,306.61035002929634,7.759861328040531
72.0,1913.434958975041,2019.0,2021.0,24.0,601-660,9111.59504273829,306.61035002929634,7.759861328040531
72.0,1195.0995853250813,2019.0,2022.0,36.0,601-660,5432.270842386733,306.61035002929634,7.759861328040531
72.0,403.177727668091,2019.0,2023.0,48.0,601-660,1752.9466420351782,306.61035002929634,7.759861328040531
72.0,0.0,2019.0,2024.0,60.0,601-660,0.0,306.61035002929634,7.759861328040531
72.0,0.0,2019.0,2025.0,72.0,601-660,0.0,306.61035002929634,7.759861328040531
72.0,0.0,2019.0,2026.0,84.0,601-660,0.0,306.61035002929634,7.759861328040531
72.0,0.07439688979623797,2019.0,2019.0,0.0,601-660,22166.202315069982,430.5770646649256,6.763176002189721
72.0,3399.8555078181753,2019.0,2020.0,12.0,601-660,16999.277539090876,430.5770646649256,6.763176002189721
72.0,2484.7940802534713,2019.0,2021.0,24.0,601-660,11832.352763111769,430.5770646649256,6.763176002189721
72.0,1466.394157169185,2019.0,2022.0,36.0,601-660,6665.42798713266,430.5770646649256,6.763176002189721
72.0,344.6557385653176,2019.0,2023.0,48.0,601-660,1498.5032111535547,430.5770646649256,6.763176002189721
72.0,0.0,2019.0,2024.0,60.0,601-660,0.0,430.5770646649256,6.763176002189721
72.0,0.0,2019.0,2025.0,72.0,601-660,0.0,430.5770646649256,6.763176002189721
72.0,0.0,2019.0,2026.0,84.0,601-660,0.0,430.5770646649256,6.763176002189721
48.0,0.046084378050078416,2019.0,2019.0,0.0,601-660,19520.968231928902,376.93420700405545,12.31144300983761
48.0,2999.551549576048,2019.0,2020.0,12.0,601-660,14997.757747880238,376.93420700405545,12.31144300983761
48.0,2199.65492540463,2019.0,2021.0,24.0,601-660,10474.547263831571,376.93420700405545,12.31144300983761
48.0,1309.294091552239,2019.0,2022.0,36.0,601-660,5951.336779782905,376.93420700405545,12.31144300983761
48.0,0.0,2019.0,2023.0,48.0,601-660,0.0,376.93420700405545,12.31144300983761
48.0,0.0,2019.0,2024.0,60.0,601-660,0.0,376.93420700405545,12.31144300983761
48.0,0.0,2019.0,2025.0,72.0,601-660,0.0,376.93420700405545,12.31144300983761
48.0,0.0,2019.0,2026.0,84.0,601-660,0.0,376.93420700405545,12.31144300983761
72.0,0.05651459285547002,2019.0,2019.0,0.0,<600,40917.70970498737,757.4954629539234,23.88814517293857
72.0,6365.552829908058,2019.0,2020.0,12.0,<600,31827.76414954029,757.4954629539234,23.88814517293857
72.0,4774.941904759574,2019.0,2021.0,24.0,<600,22737.81859409321,757.4954629539234,23.88814517293857
72.0,3002.5320685021484,2019.0,2022.0,36.0,<600,13647.873038646128,757.4954629539234,23.88814517293857
72.0,1048.323321135781,2019.0,2023.0,48.0,<600,4557.927483199048,757.4954629539234,23.88814517293857
72.0,0.0,2019.0,2024.0,60.0,<600,0.0,757.4954629539234,23.88814517293857
72.0,0.0,2019.0,2025.0,72.0,<600,0.0,757.4954629539234,23.88814517293857
72.0,0.0,2019.0,2026.0,84.0,<600,0.0,757.4954629539234,23.88814517293857
72.0,0.020009231115923665,2019.0,2019.0,0.0,601-660,23456.15145996724,428.7544611878285,11.90614320498029
72.0,3662.2195851426604,2019.0,2020.0,12.0,601-660,18311.0979257133,428.7544611878285,11.90614320498029
72.0,2764.869322206465,2019.0,2021.0,24.0,601-660,13166.044391459356,428.7544611878285,11.90614320498029
72.0,1764.6179885851914,2019.0,2022.0,36.0,601-660,8020.9908572054155,428.7544611878285,11.90614320498029
72.0,661.4655842788384,2019.0,2023.0,48.0,601-660,2875.9373229514713,428.7544611878285,11.90614320498029
72.0,0.0,2019.0,2024.0,60.0,601-660,0.0,428.7544611878285,11.90614320498029
72.0,0.0,2019.0,2025.0,72.0,601-660,0.0,428.7544611878285,11.90614320498029
72.0,0.0,2019.0,2026.0,84.0,601-660,0.0,428.7544611878285,11.90614320498029
72.0,0.08724997759057762,2019.0,2019.0,0.0,601-660,20442.55151053748,413.9073733821334,7.3321402079136
72.0,3095.132605990376,2019.0,2020.0,12.0,601-660,15475.663029951878,413.9073733821334,7.3321402079136
72.0,2206.8426553669183,2019.0,2021.0,24.0,601-660,10508.774549366277,413.9073733821334,7.3321402079136
72.0,1219.214935131749,2019.0,2022.0,36.0,601-660,5541.886068780677,413.9073733821334,7.3321402079136
72.0,132.24944528486705,2019.0,2023.0,48.0,601-660,574.9975881950741,413.9073733821334,7.3321402079136
72.0,0.0,2019.0,2024.0,60.0,601-660,0.0,413.9073733821334,7.3321402079136
72.0,0.0,2019.0,2025.0,72.0,601-660,0.0,413.9073733821334,7.3321402079136
72.0,0.0,2019.0,2026.0,84.0,601-660,0.0,413.9073733821334,7.3321402079136
70.0,0.09116562218707885,2019.0,2019.0,0.0,601-660,14146.451890733508,277.86834302808165,6.82295141009772
70.0,2162.4063548793056,2019.0,2020.0,12.0,601-660,10812.031774396528,277.86834302808165,6.82295141009772
70.0,1570.298448192505,2019.0,2021.0,24.0,601-660,7477.611658059548,277.86834302808165,6.82295141009772
70.0,911.502139178965,2019.0,2022.0,36.0,601-660,4143.191541722568,277.86834302808165,6.82295141009772
70.0,186.01742783868534,2019.0,2023.0,48.0,601-660,808.7714253855884,277.86834302808165,6.82295141009772
70.0,0.0,2019.0,2024.0,60.0,601-660,0.0,277.86834302808165,6.82295141009772
70.0,0.0,2019.0,2025.0,72.0,601-660,0.0,277.86834302808165,6.82295141009772
70.0,0.0,2019.0,2026.0,84.0,601-660,0.0,277.86834302808165,6.82295141009772
72.0,0.09857191409432142,2019.0,2019.0,0.0,601-660,21423.51857010694,427.4965185200102,10.97758081853
72.0,3258.7120695733634,2019.0,2020.0,12.0,601-660,16293.560347866816,427.4965185200102,10.97758081853
72.0,2344.3564463816056,2019.0,2021.0,24.0,601-660,11163.602125626694,427.4965185200102,10.97758081853
72.0,1327.4016587450453,2019.0,2022.0,36.0,601-660,6033.64390338657,427.4965185200102,10.97758081853
72.0,207.8477066636834,2019.0,2023.0,48.0,601-660,903.6856811464495,427.4965185200102,10.97758081853
72.0,0.0,2019.0,2024.0,60.0,601-660,0.0,427.4965185200102,10.97758081853
72.0,0.0,2019.0,2025.0,72.0,601-660,0.0,427.4965185200102,10.97758081853
72.0,0.0,2019.0,2026.0,84.0,601-660,0.0,427.4965185200102,10.97758081853
53.0,0.07144682580996287,2019.0,2019.0,0.0,601-660,21118.26244640607,411.6438701322495,11.43349117340996
53.0,3235.707200963815,2019.0,2020.0,12.0,601-660,16178.536004819074,411.6438701322495,11.43349117340996
53.0,2360.1500082787365,2019.0,2021.0,24.0,601-660,11238.80956323208,411.6438701322495,11.43349117340996
53.0,1385.798286761919,2019.0,2022.0,36.0,601-660,6299.083121645086,411.6438701322495,11.43349117340996
53.0,312.6520364133612,2019.0,2023.0,48.0,601-660,1359.356680058092,411.6438701322495,11.43349117340996
53.0,0.0,2019.0,2024.0,60.0,601-660,0.0,411.6438701322495,11.43349117340996
53.0,0.0,2019.0,2025.0,72.0,601-660,0.0,411.6438701322495,11.43349117340996
53.0,0.0,2019.0,2026.0,84.0,601-660,0.0,411.6438701322495,11.43349117340996
45.0,0.09884322543672758,2019.0,2019.0,0.0,<600,29240.34555082157,683.8964729615521,20.22856448787663
45.0,4206.717575056589,2019.0,2020.0,12.0,<600,21033.587875282945,683.8964729615521,20.22856448787663
45.0,2693.634341946307,2019.0,2021.0,24.0,<600,12826.83019974432,683.8964729615521,20.22856448787663
45.0,1016.4159553252528,2019.0,2022.0,36.0,<600,4620.072524205694,683.8964729615521,20.22856448787663
45.0,0.0,2019.0,2023.0,48.0,<600,0.0,683.8964729615521,20.22856448787663
45.0,0.0,2019.0,2024.0,60.0,<600,0.0,683.8964729615521,20.22856448787663
45.0,0.0,2019.0,2025.0,72.0,<600,0.0,683.8964729615521,20.22856448787663
45.0,0.0,2019.0,2026.0,84.0,<600,0.0,683.8964729615521,20.22856448787663
75.0,0.021789128388550173,2019.0,2019.0,0.0,<600,15524.19558909743,302.0545618528495,19.21819251952487
75.0,2379.908169372647,2019.0,2020.0,12.0,<600,11899.540846863236,302.0545618528495,19.21819251952487
75.0,1737.7260819720989,2019.0,2021.0,24.0,<600,8274.886104629042,302.0545618528495,19.21819251952487
75.0,1023.0508997268666,2019.0,2022.0,36.0,<600,4650.2313623948485,302.0545618528495,19.21819251952487
75.0,235.8826226369506,2019.0,2023.0,48.0,<600,1025.5766201606548,302.0545618528495,19.21819251952487
75.0,0.0,2019.0,2024.0,60.0,<600,0.0,302.0545618528495,19.21819251952487
75.0,0.0,2019.0,2025.0,72.0,<600,0.0,302.0545618528495,19.21819251952487
75.0,0.0,2019.0,2026.0,84.0,<600,0.0,302.0545618528495,19.21819251952487
75.0,0.035144858797195554,2019.0,2019.0,0.0,<600,22016.49007519846,411.7337263544048,7.06640016757996
75.0,3415.137071789121,2019.0,2020.0,12.0,<600,17075.685358945604,411.7337263544048,7.06640016757996
75.0,2548.3249349654766,2019.0,2021.0,24.0,<600,12134.880642692746,411.7337263544048,7.06640016757996
75.0,1582.6967038167752,2019.0,2022.0,36.0,<600,7194.075926439888,411.7337263544048,7.06640016757996
75.0,518.2523783430172,2019.0,2023.0,48.0,<600,2253.271210187031,411.7337263544048,7.06640016757996
75.0,0.0,2019.0,2024.0,60.0,<600,0.0,411.7337263544048,7.06640016757996
75.0,0.0,2019.0,2025.0,72.0,<600,0.0,411.7337263544048,7.06640016757996
75.0,0.0,2019.0,2026.0,84.0,<600,0.0,411.7337263544048,7.06640016757996
72.0,0.07284825255503291,2019.0,2019.0,0.0,601-660,28615.951480711716,476.2704967627914,10.56077994994493
72.0,4580.141103911644,2019.0,2020.0,12.0,601-660,22900.705519558218,476.2704967627914,10.56077994994493
72.0,3608.946507264991,2019.0,2021.0,24.0,601-660,17185.45955840472,476.2704967627914,10.56077994994493
72.0,2523.44699139527,2019.0,2022.0,36.0,601-660,11470.213597251226,476.2704967627914,10.56077994994493
72.0,1323.6425563024775,2019.0,2023.0,48.0,601-660,5754.967636097728,476.2704967627914,10.56077994994493
72.0,9.533201986615312,2019.0,2024.0,60.0,601-660,39.72167494423047,476.2704967627914,10.56077994994493
72.0,0.0,2019.0,2025.0,72.0,601-660,0.0,476.2704967627914,10.56077994994493
72.0,0.0,2019.0,2026.0,84.0,601-660,0.0,476.2704967627914,10.56077994994493
72.0,0.03667811749271149,2019.0,2019.0,0.0,660+,21330.0380998507,436.02605372821176,18.865217681019537
72.0,3219.5450910224317,2019.0,2020.0,12.0,660+,16097.725455112159,436.02605372821176,18.865217681019537
72.0,2281.7366901784594,2019.0,2021.0,24.0,660+,10865.412810373617,436.02605372821176,18.865217681019537
72.0,1239.2820364397164,2019.0,2022.0,36.0,660+,5633.1001656350745,436.02605372821176,18.865217681019537
72.0,92.18112980620289,2019.0,2023.0,48.0,660+,400.78752089653426,436.02605372821176,18.865217681019537
72.0,0.0,2019.0,2024.0,60.0,660+,0.0,436.02605372821176,18.865217681019537
72.0,0.0,2019.0,2025.0,72.0,660+,0.0,436.02605372821176,18.865217681019537
72.0,0.0,2019.0,2026.0,84.0,660+,0.0,436.02605372821176,18.865217681019537
48.0,0.06474840112116463,2019.0,2019.0,0.0,<600,17331.87445616505,354.3229468747155,18.66419215420145
48.0,2615.999818733693,2019.0,2020.0,12.0,<600,13079.999093668463,354.3229468747155,18.66419215420145
48.0,1853.905983546094,2019.0,2021.0,24.0,<600,8828.123731171876,354.3229468747155,18.66419215420145
48.0,1006.7746411085641,2019.0,2022.0,36.0,<600,4576.248368675291,354.3229468747155,18.66419215420145
48.0,0.0,2019.0,2023.0,48.0,<600,0.0,354.3229468747155,18.66419215420145
48.0,0.0,2019.0,2024.0,60.0,<600,0.0,354.3229468747155,18.66419215420145
48.0,0.0,2019.0,2025.0,72.0,<600,0.0,354.3229468747155,18.66419215420145
48.0,0.0,2019.0,2026.0,84.0,<600,0.0,354.3229468747155,18.66419215420145
70.0,0.006378475891241121,2019.0,2019.0,0.0,<600,20108.02672577523,387.2318331248043,7.35497453686011
70.0,3092.248945655516,2019.0,2020.0,12.0,<600,15461.24472827758,387.2318331248043,7.35497453686011
70.0,2271.0371734637847,2019.0,2021.0,24.0,<600,10814.462730779927,387.2318331248043,7.35497453686011
70.0,1356.8897613221006,2019.0,2022.0,36.0,<600,6167.6807332822755,387.2318331248043,7.35497453686011
70.0,349.8067092304634,2019.0,2023.0,48.0,<600,1520.8987357846236,387.2318331248043,7.35497453686011
70.0,0.0,2019.0,2024.0,60.0,<600,0.0,387.2318331248043,7.35497453686011
70.0,0.0,2019.0,2025.0,72.0,<600,0.0,387.2318331248043,7.35497453686011
70.0,0.0,2019.0,2026.0,84.0,<600,0.0,387.2318331248043,7.35497453686011
72.0,0.0896100751096563,2019.0,2019.0,0.0,601-660,16308.19638935661,339.74370893211363,12.1246767682011
72.0,2446.2543764342495,2019.0,2020.0,12.0,601-660,12231.271882171246,339.74370893211363,12.1246767682011
72.0,1712.4129487470352,2019.0,2021.0,24.0,601-660,8154.347374985882,339.74370893211363,12.1246767682011
72.0,897.0330309161141,2019.0,2022.0,36.0,601-660,4077.4228678005184,339.74370893211363,12.1246767682011
72.0,0.11462294148554066,2019.0,2023.0,48.0,601-660,0.49836061515452457,339.74370893211363,12.1246767682011
72.0,0.0,2019.0,2024.0,60.0,601-660,0.0,339.74370893211363,12.1246767682011
72.0,0.0,2019.0,2025.0,72.0,601-660,0.0,339.74370893211363,12.1246767682011
72.0,0.0,2019.0,2026.0,84.0,601-660,0.0,339.74370893211363,12.1246767682011
72.0,0.01943936531253522,2019.0,2019.0,0.0,660+,21071.54197140218,399.17227873235663,12.07464466055935
72.0,3256.2949253227803,2019.0,2020.0,12.0,660+,16281.4746266139,399.17227873235663,12.07464466055935
72.0,2413.19552918338,2019.0,2021.0,24.0,660+,11491.40728182562,399.17227873235663,12.07464466055935
72.0,1474.2947861482155,2019.0,2022.0,36.0,660+,6701.339937037343,399.17227873235663,12.07464466055935
72.0,439.592696217284,2019.0,2023.0,48.0,660+,1911.2725922490608,399.17227873235663,12.07464466055935
72.0,0.0,2019.0,2024.0,60.0,660+,0.0,399.17227873235663,12.07464466055935
72.0,0.0,2019.0,2025.0,72.0,660+,0.0,399.17227873235663,12.07464466055935
72.0,0.0,2019.0,2026.0,84.0,660+,0.0,399.17227873235663,12.07464466055935
72.0,0.06765538687706892,2019.0,2019.0,0.0,601-660,20166.795050644483,345.70793747842333,6.73003379540832
72.0,3203.659960180681,2019.0,2020.0,12.0,601-660,16018.299800903404,345.70793747842333,6.73003379540832
72.0,2492.658955744088,2019.0,2021.0,24.0,601-660,11869.804551162324,345.70793747842333,6.73003379540832
72.0,1698.6880463126734,2019.0,2022.0,36.0,601-660,7721.309301421243,345.70793747842333,6.73003379540832
72.0,821.7472318864379,2019.0,2023.0,48.0,601-660,3572.814051680165,345.70793747842333,6.73003379540832
72.0,0.0,2019.0,2024.0,60.0,601-660,0.0,345.70793747842333,6.73003379540832
72.0,0.0,2019.0,2025.0,72.0,601-660,0.0,345.70793747842333,6.73003379540832
72.0,0.0,2019.0,2026.0,84.0,601-660,0.0,345.70793747842333,6.73003379540832
75.0,0.0736955123142125,2019.0,2019.0,0.0,601-660,21769.953159353445,393.2847095091083,6.754055898920989
75.0,3410.1073290488293,2019.0,2020.0,12.0,601-660,17050.536645244145,393.2847095091083,6.754055898920989
75.0,2589.5352275383175,2019.0,2021.0,24.0,601-660,12331.120131134845,393.2847095091083,6.754055898920989
75.0,1674.57479574562,2019.0,2022.0,36.0,601-660,7611.703617025545,393.2847095091083,6.754055898920989
75.0,665.2260336707365,2019.0,2023.0,48.0,601-660,2892.287102916245,393.2847095091083,6.754055898920989
75.0,0.0,2019.0,2024.0,60.0,601-660,0.0,393.2847095091083,6.754055898920989
75.0,0.0,2019.0,2025.0,72.0,601-660,0.0,393.2847095091083,6.754055898920989
75.0,0.0,2019.0,2026.0,84.0,601-660,0.0,393.2847095091083,6.754055898920989
72.0,0.0486624099235352,2019.0,2019.0,0.0,660+,14831.015850423146,285.5274762111314,24.85991066896043
72.0,2280.937227177914,2019.0,2020.0,12.0,660+,11404.68613588957,285.5274762111314,24.85991066896043
72.0,1675.4548484847585,2019.0,2021.0,24.0,660+,7978.356421355993,285.5274762111314,24.85991066896043
72.0,1001.4458755009316,2019.0,2022.0,36.0,660+,4552.026706822417,285.5274762111314,24.85991066896043
72.0,258.91030822643324,2019.0,2023.0,48.0,660+,1125.6969922888402,285.5274762111314,24.85991066896043
72.0,0.0,2019.0,2024.0,60.0,660+,0.0,285.5274762111314,24.85991066896043
72.0,0.0,2019.0,2025.0,72.0,660+,0.0,285.5274762111314,24.85991066896043
72.0,0.0,2019.0,2026.0,84.0,660+,0.0,285.5274762111314,24.85991066896043
75.0,0.027257750364160716,2019.0,2019.0,0.0,660+,20324.856540277153,395.605501783709,10.51969741375009
75.0,3115.518103774529,2019.0,2020.0,12.0,660+,15577.590518872645,395.605501783709,10.51969741375009
75.0,2274.3681444683084,2019.0,2021.0,24.0,660+,10830.324497468137,395.605501783709,10.51969741375009
75.0,1338.2728647339986,2019.0,2022.0,36.0,660+,6083.05847606363,395.605501783709,10.51969741375009
75.0,307.2322645715977,2019.0,2023.0,48.0,660+,1335.7924546591203,395.605501783709,10.51969741375009
75.0,0.0,2019.0,2024.0,60.0,660+,0.0,395.605501783709,10.51969741375009
75.0,0.0,2019.0,2025.0,72.0,660+,0.0,395.605501783709,10.51969741375009
75.0,0.0,2019.0,2026.0,84.0,660+,0.0,395.605501783709,10.51969741375009
75.0,0.09881403917059381,2019.0,2019.0,0.0,<600,21412.490459519973,440.2597048439069,10.49349741179498
75.0,3225.8748002786183,2019.0,2020.0,12.0,<600,16129.374001393091,440.2597048439069,10.49349741179498
75.0,2277.714084085904,2019.0,2021.0,24.0,<600,10846.257543266209,440.2597048439069,10.49349741179498
75.0,1223.8910387306514,2019.0,2022.0,36.0,<600,5563.141085139325,440.2597048439069,10.49349741179498
75.0,64.40566421286222,2019.0,2023.0,48.0,<600,280.0246270124444,440.2597048439069,10.49349741179498
75.0,0.0,2019.0,2024.0,60.0,<600,0.0,440.2597048439069,10.49349741179498
75.0,0.0,2019.0,2025.0,72.0,<600,0.0,440.2597048439069,10.49349741179498
75.0,0.0,2019.0,2026.0,84.0,<600,0.0,440.2597048439069,10.49349741179498
72.0,0.06275290971396967,2019.0,2019.0,0.0,660+,41387.10811466683,737.1303179940418,14.455610683574399
72.0,6508.308859747666,2019.0,2020.0,12.0,660+,32541.54429873833,737.1303179940418,14.455610683574399
72.0,4976.155901390063,2019.0,2021.0,24.0,660+,23695.980482809828,737.1303179940418,14.455610683574399
72.0,3267.0916667138918,2019.0,2022.0,36.0,660+,14850.416666881327,737.1303179940418,14.455610683574399
72.0,1381.1161557191501,2019.0,2023.0,48.0,660+,6004.852850952826,737.1303179940418,14.455610683574399
72.0,0.0,2019.0,2024.0,60.0,660+,0.0,737.1303179940418,14.455610683574399
72.0,0.0,2019.0,2025.0,72.0,660+,0.0,737.1303179940418,14.455610683574399
72.0,0.0,2019.0,2026.0,84.0,660+,0.0,737.1303179940418,14.455610683574399
