TERM_OF_LOAN,CASH_DOWN_CONTRACT,PAYMENT_AMOUNT,OPB,DEALER_RESERVE,AUTO_ORIG_BAL_PAID_TOTAL,AUTO_ORIG_BAL_MAX_TOTAL,VEHICLE_MILEAGE,AUTO_PTI_TOTAL,DEALER_ADDS_PERCENT,TOTAL_DOWN_CONTRACT_PERCENT,COF_EVENT_LABEL,PREPAYMENT_EVENT_LABEL,Profitability_GBP,Loan_Status,Timestamp,Application_ID
75.0,85.26134274626293,743.2356883215771,43900.15886664257,2.3412216996909847,8750.978466457618,15828.557041928849,6400.445604006021,0.1025486705260751,13.573337751029593,0.0,1,1,-3741.716619866104,0,2018-07-03 13:22:26.894689468,11
75.0,85.26134274626293,415.7093614109242,20751.533087038173,2.417803794442156,3534.672832798624,9612.785431653325,79542.27388516255,0.1024651126985919,24.226223502527276,0.0,1,0,5847.183658861472,1,2018-07-03 19:30:41.584158415,12
75.0,93.0715062727495,723.8271685708617,33638.739774332586,1.7503900156411474,8152.415803201224,17839.856055369994,12344.812167269389,0.0846861449098327,8.086394352977113,0.0,1,1,4681.865495119361,1,2018-07-04 01:38:56.273627362,13
72.73767445033548,85.26134274626293,775.772683402925,37092.09611620145,2.6288103136184455,5492.520685428492,14092.428018810877,14856.971474449012,0.16144795370027,18.237445534677608,0.0,0,1,-2022.677525487341,0,2018-07-04 07:47:10.963096309,14
74.4373609312017,85.26134274626293,343.27581281675293,16952.07942940369,0.9551517745579796,6730.258718661607,30082.889946357544,21212.330369084186,0.1894993081997232,6.795567715866493,0.0,1,0,-2670.0905738180336,0,2018-07-04 13:55:25.652565256,15
75.0,92.3666318706812,350.9958196745636,19349.10545400199,1.972115316014443,6372.703206347644,11272.142331537074,13679.321607800905,0.1086020006687994,21.292795200444967,0.0,0,0,-1087.9763290116944,0,2018-07-04 20:03:40.342034203,16
74.47016892182387,85.26134274626293,369.3547846236768,18387.95464408196,1.7407655055048272,8788.64131079472,15908.454387038022,109160.90775516,0.1113621656686819,6.519362587057092,0.0,0,0,4588.034375950554,1,2018-07-05 02:11:55.031503150,17
75.0,85.26134274626293,691.8137385193871,31285.957800669363,1.7407655055048272,116274.22572271976,53302.876654631546,23377.3956413289,0.1304722328431313,12.735376255955408,0.0,0,0,4314.172191021206,1,2018-07-05 08:20:09.720972097,18
74.8579436546815,5565.230100745559,306.0935487020219,15604.245192424723,0.5672099115841565,5697.932371956202,12053.137551461356,6419.193172975782,0.1374733461154732,10.030775411056904,11.255690401787264,0,0,3966.3323034173145,1,2018-07-05 14:28:24.410441044,19
73.97133192526621,134.645864712179,385.9006297683497,19441.171360123495,1.7407655055048272,5855.76211745707,8015.451428947223,27182.779962501612,0.1066228064145535,11.04612133146031,0.0,1,0,-1150.5437448956689,0,2018-07-05 20:36:39.099909991,20
74.1990483709403,85.26134274626293,389.422791125396,20227.46574062833,2.144570207695725,3534.672832798624,8248.017495535321,42278.472271543375,0.0705143341644026,5.5543765405405425,9.908020538779429,0,0,6965.908869220195,1,2018-07-06 02:44:53.789378937,21
75.0,125.95913776051498,301.19168881926015,15734.292694203534,2.1481799198687535,4846.467572326095,11603.700211918738,29996.986058206377,0.12395657060053,17.202175533598833,42.37718273022919,0,0,-1971.5310595615897,0,2018-07-06 08:53:08.478847884,22
72.55326913483607,85.26134274626293,364.4455016378864,19283.64473759824,0.3312690303745131,101277.44175684142,17277.597442122205,16696.71109810817,0.1221630075413437,20.51825059093722,0.0,0,1,-1020.9641745324832,0,2018-07-06 15:01:23.168316831,23
75.0,127.85662772404817,774.4261104242185,43490.77869877584,0.6354220044961655,5988.388770329868,14468.555320201956,6403.406741382827,0.1477163253907814,2.21595870086262,0.0,1,0,6933.80457711031,1,2018-07-06 21:09:37.857785778,24
75.0,85.26134274626293,802.9451245726675,43419.33813505447,2.105720270748036,9508.411856818875,14704.275363819146,6407.319245930983,0.0882818816642441,3.0597497405713394,0.0,1,1,4522.762247573107,1,2018-07-07 03:17:52.547254725,25
75.0,154.90344677605776,742.9623184403474,34894.24498890298,1.7407655055048272,73532.55389726568,31995.737197133647,22214.749105295232,0.2368589528169105,3.0843239473540836,0.0,0,1,5901.099522718388,1,2018-07-07 09:26:07.236723672,26
75.0,85.26134274626293,281.8723113202674,14896.245804457538,0.7415661956203476,3534.672832798624,11364.101508254862,32768.453847282006,0.083625605335372,4.196739891013129,37.157132436160346,1,0,-2060.6854332019207,0,2018-07-07 15:34:21.926192619,27
68.73617183880307,4277.5120852397085,423.5001342702979,22473.11660949635,1.876801297533436,3534.672832798624,10590.4956105669,6406.044917576739,0.0795194953002708,6.829843007186103,10.818857190043127,0,0,5212.969870811008,1,2018-07-07 21:42:36.615661566,28
74.87892430968884,110.87625450236374,368.87432251804,19969.464550467324,2.4256263563343516,6051.486848421006,12537.1618899858,22440.78793578028,0.067412591321162,23.650964285996043,0.0,0,0,5470.5847743453605,1,2018-07-08 03:50:51.305130513,29
68.73931320676104,85.26134274626293,672.7724441615298,30156.260743577634,2.0893743516458985,4063.844906924627,20159.595455464496,84950.6677859887,0.1126728261522377,8.832681929887745,0.0,1,0,-2478.6963810079455,0,2018-07-08 09:59:05.994599460,30
75.0,102.43127675754658,428.41491839037417,22390.129221208485,1.7407655055048272,3534.672832798624,15345.520759659155,6415.766842908237,0.167091660403799,5.513517707357761,0.0,1,0,5912.400749516284,1,2018-07-08 16:07:20.684068406,31
74.82886988681676,115.27579650094822,416.9191553141881,21592.81401705632,1.8604815437494,4404.718232981275,13168.763617341898,39576.497401763634,0.1116085074551268,6.80738472417668,0.0,1,0,-2093.6213190706117,0,2018-07-08 22:15:35.373537353,32
74.9622401757581,163.90086020967124,740.3045774906,33964.393062658564,1.4808965169893684,3534.672832798624,7904.142959351626,12806.187818929466,0.1821183160544078,4.528062346501565,0.0,1,0,-1092.1393622955088,0,2018-07-09 04:23:50.063006300,33
75.0,115.80850570667052,414.56823631538305,22786.60234484031,1.7407655055048272,9525.247497871736,15369.181123907589,22383.800222693637,0.0922973416039149,9.473737476950404,6.675401740176499,0,1,7040.252196242019,1,2018-07-09 10:32:04.752475247,34
75.0,3311.094607514325,757.5937283875747,40603.472825457255,1.58040393298649,3534.672832798624,16520.095091348376,30054.84051180967,0.2395148439898361,8.353278733244123,0.0,0,0,4715.459759821389,1,2018-07-09 16:40:19.441944194,35
63.742017693008634,85.26134274626293,290.1854744385188,15931.33592020503,1.7407655055048272,3534.672832798624,8176.161636900788,113367.9494440491,0.0774668591567065,20.661850442416732,36.63140865620472,0,0,6274.376796569926,1,2018-07-09 22:48:34.131413141,36
63.91784575849465,93.37049156771172,285.14841833035496,13962.087334181871,2.380124162067726,3534.672832798624,8104.118053913051,51063.01883752143,0.1098903292571945,17.707929262618613,0.0,1,0,1672.1450510733507,1,2018-07-10 04:56:48.820882088,37
75.0,85.26134274626293,409.7645264798848,22147.684377035057,1.7273777601215825,3534.672832798624,13827.900814591576,34328.710448260696,0.1305529059190126,4.480173225460188,0.0,1,0,-1438.2889720815567,0,2018-07-10 11:05:03.510351035,38
73.256950032392,85.26134274626293,414.6074325445505,21509.955933827776,1.4851265980989314,68228.98656072552,17814.755112374147,23259.750688895107,0.204401447902929,2.8280426150873854,0.0,0,0,7243.187367864435,1,2018-07-10 17:13:18.199819982,39
75.0,3861.3839736976056,461.0104309800758,23585.85959454531,1.9970280807447496,9814.284554525451,35415.55152516405,15589.893965646488,0.0777919808659635,7.016519038554209,22.48104638545477,0,0,4573.061743619482,1,2018-07-10 23:21:32.889288928,40
75.0,179.38445126396346,427.10970080790696,23220.73111854987,-0.2856988727179737,5501.430075881439,13179.446991782355,6414.350728218087,0.1902520352869706,2.977456837693416,0.0,0,0,-1175.1159622712155,0,2018-07-11 05:29:47.578757875,41
74.54528483847501,184.860560054138,342.00676161664364,16412.208167080014,2.5946238849542578,8395.815848406779,8847.112729378878,36560.783481301136,0.088077183680651,23.98534570465125,14.647998287272731,0,0,5432.042552458233,1,2018-07-11 11:38:02.268226822,42
74.91696856398566,85.26134274626293,447.3465986529573,21674.23143919395,1.5027080055745965,3534.672832798624,14685.380745154347,115797.3803416608,0.2464981869810081,24.652174011946563,0.0,0,1,-2491.4104166895627,0,2018-07-11 17:46:16.957695769,43
75.0,85.26134274626293,446.2643607011566,23065.350624115832,1.6207861432516588,10377.515747496824,14759.51414000484,14347.238599576653,0.1797828680158782,5.578915682478312,0.0,0,1,5667.280306336232,1,2018-07-11 23:54:31.647164716,44
62.50003255039708,131.93841452408992,403.0181809902145,20734.67080129212,1.7407655055048272,9425.832966907848,16048.260920259592,52557.44068086622,0.1101251810359383,15.974187047216764,0.0,0,0,-440.2580527160362,0,2018-07-12 06:02:46.336633663,45
75.0,123.21621031145104,447.54147959495464,30020.061658776023,1.7407655055048272,130891.55101517584,34446.452480600514,14738.282848097788,0.0885236683483383,2.354174275406872,0.0,0,1,3587.895246496963,1,2018-07-12 12:11:01.026102610,46
70.63787811632719,3343.5737670274816,545.8507380709021,23306.484932696756,1.7407655055048272,11756.790455944089,32742.86424567349,6411.607179626677,0.1039714870800145,2.338072145307435,0.5915018359362105,0,0,6681.450535421566,1,2018-07-12 18:19:15.715571557,47
75.0,8207.152126887966,392.456004881079,20428.9448580559,0.2318997500993669,3731.349101595908,12046.16935917852,25357.20420962482,0.1268542090267324,4.17595798564919,0.0,0,0,6208.36205420926,1,2018-07-13 00:27:30.405040504,48
75.0,198.1096743688056,388.3974842822346,22045.00455432038,1.54049918048449,9718.528155103068,15119.00849622835,6405.058716105017,0.100058427015713,7.376010621761825,10.934206549518844,0,1,6463.7350059328455,1,2018-07-13 06:35:45.094509451,49
70.11229163274952,95.54187856739829,766.0631203476635,43847.32828186912,-0.1854833272150904,7301.833431083422,11216.721298945024,34081.919211332206,0.081367052826953,2.945924640881689,0.0,1,1,-1715.16030464455,0,2018-07-13 12:43:59.783978397,50
74.4874585331557,174.52302060938496,366.6737326360288,19266.03445435528,1.7407655055048272,12080.711282058992,32265.00192706193,20665.2416680589,0.1191704391131595,3.215513181860711,34.62641911347665,0,1,2876.71389962944,1,2018-07-13 18:52:14.473447344,51
75.0,97.6009663675302,392.1378342722612,20906.424802245176,-0.6356262556151127,6058.03330451516,14345.776693967631,28382.509026845422,0.1909979689100853,9.611938087600038,0.0,1,1,6466.808408316707,1,2018-07-14 01:00:29.162916291,52
74.19802724486725,1101.5455897170064,390.98849253877586,20978.069003710003,-0.5801621311131664,6664.87609920356,16346.111657001751,30135.897873434853,0.1164196006898335,20.42575541959228,2.802765059509204,0,1,4594.442901296313,1,2018-07-14 07:08:43.852385238,53
55.32066377188161,119.05234208639035,335.7738506932882,16049.903541859156,-0.6234272186749126,4243.621784277035,12746.361708095772,81760.83361370364,0.1223494291587394,2.9431875435113453,0.0,0,1,2915.3297852109963,1,2018-07-14 13:16:58.541854185,54
57.58816731656893,85.26134274626293,428.8561946054291,22013.981562129684,1.8620779209843548,4692.640156258156,19492.92196366556,25355.51359698983,0.120608890222579,7.0005454957798365,0.0,0,0,7028.059048961489,1,2018-07-14 19:25:13.231323132,55
75.0,85.26134274626293,414.46487044673097,21276.644586455634,2.536040004747564,4001.746373233371,10323.83488011259,6412.907493956012,0.1062657736193709,24.279490952917648,2.042301667045591,0,0,8149.111280753764,1,2018-07-15 01:33:27.920792079,56
75.0,227.94880314249008,470.083882225556,23473.07774046969,1.529839873086238,72245.52733181998,40980.032975836686,6401.742983297529,0.1989762731335511,6.526390911978471,0.0,0,0,-603.5342995442668,0,2018-07-15 07:41:42.610261026,57
56.042016232746235,2461.873064723148,277.7906440807069,14290.979580324623,1.7407655055048272,3534.672832798624,8886.36979777165,126501.33119845147,0.0688431684711683,14.261435159446949,45.88174998871654,0,0,-4077.159659300827,0,2018-07-15 13:49:57.299729973,58
74.79349684999335,6695.619235056696,749.1769393910649,44149.65528727423,-0.6483857468963203,6568.375965028892,14257.49680179492,10362.98982299014,0.1308310774626685,2.26747953250522,28.754821673197785,1,0,-1202.7477014599665,0,2018-07-15 19:58:11.989198920,59
74.10868479033444,180.54707866386505,634.1960957283278,23462.307200372354,2.540717319341863,3534.672832798624,16882.46662292661,6419.006728551496,0.1157471590050403,3.733868716122206,0.0,0,0,4429.316143750473,1,2018-07-16 02:06:26.678667866,60
75.0,4115.963502899149,299.4294213286392,14958.114948017595,1.6431323795561086,8852.977979069954,39200.28140644698,29651.62372666519,0.083449170488428,6.7708113455211745,40.742042141888554,0,0,4054.312318721784,1,2018-07-16 08:14:41.368136813,61
75.0,85.26134274626293,324.80344025341117,16806.7314434569,1.7407655055048272,6338.064299429294,8522.799224890503,68862.16449110131,0.1861815922233515,7.119186436347633,34.585082513664645,0,1,-2637.0256098728605,0,2018-07-16 14:22:56.057605760,62
75.0,174.7254267800829,788.9794003229658,38640.64239574897,2.431743052497385,8249.167420865844,54563.618643149355,6399.700322359615,0.1653756666225607,8.033886047124083,0.0,1,0,3829.7841779183423,1,2018-07-16 20:31:10.747074707,63
74.90689464171653,101.13228534685776,292.85889037268805,14778.730778474852,0.9068386028954896,4731.002567391035,17325.174220046552,9340.405299132655,0.1775181936696363,3.2305421600391755,0.0,0,0,6102.903964962481,1,2018-07-17 02:39:25.436543654,64
75.0,188.6324429510846,396.430074006126,22274.848765352177,1.7245130196886704,142355.028719755,26662.00121344107,27892.353711392643,0.1142243952521677,8.17110436965813,8.325841165538078,0,1,-1635.8299368575892,0,2018-07-17 08:47:40.126012601,65
74.58831844494067,6791.470687137866,411.0835628936457,21965.794658502753,1.47833498204959,6314.149658536629,8279.22706739829,80021.66205557465,0.1214002223048763,2.656527534084484,41.64929920968852,0,1,4309.539856138455,1,2018-07-17 14:55:54.815481548,66
75.0,5572.522533733416,418.34523591428064,23013.193003379187,1.3162992432018727,3534.672832798624,13052.34212313618,22637.09583172768,0.1258038002770842,7.872828942902098,5.953992745164609,0,0,-3252.999757168394,0,2018-07-17 21:04:09.504950495,67
75.0,129.14648345163073,406.78022956991987,20984.16189243785,1.6355761865189722,3534.672832798624,14331.362154900504,28537.705140583577,0.1066914503503794,2.5010670766535954,0.0,0,0,4429.94473056597,1,2018-07-18 03:12:24.194419442,68
74.20924610481784,1104.122186585258,410.6492823264151,21165.331190253728,0.944643684514547,8698.18701717538,15791.53781724766,108083.71579897028,0.2660790126797732,9.073596755609405,0.0,1,1,-3204.086950171197,0,2018-07-18 09:20:38.883888388,69
74.86753227030277,217.17498394003712,366.412508859964,19687.614945809437,1.8323602236975045,4326.265826378465,13525.614607711968,16627.58832251982,0.1156821708379635,7.32869083432629,0.0,0,0,6699.20704576221,1,2018-07-18 15:28:53.573357335,70
75.0,85.26134274626293,799.1125426704136,44422.62480676029,2.1374126157789517,19418.50508387109,13549.60477579117,8195.202516007503,0.1240779634415063,3.7536074463829503,0.0,0,1,7396.095939832435,1,2018-07-18 21:37:08.262826282,71
75.0,85.26134274626293,769.9920250492078,41142.3733413572,2.2799012496454765,6582.1433993401915,14419.679726979868,6409.367122422929,0.1228614536042912,5.950010713901348,0.0,0,0,-2965.8716342550965,0,2018-07-19 03:45:22.952295229,72
74.94584571189685,90.67350402629812,282.57283487230893,14818.031717306554,1.3840593988599978,46731.38050676483,12084.788628482916,35629.72680118039,0.1316079599146439,12.430686876542882,0.0,0,1,-1573.4607099734571,0,2018-07-19 09:53:37.641764176,73
75.0,85.26134274626293,438.4814768019364,23159.286353188512,1.598857082685901,8358.185891305708,14208.777064486332,20667.90040967046,0.2402997914035816,7.472332727734515,0.0,0,0,4234.087251053631,1,2018-07-19 16:01:52.331233123,74
75.0,85.26134274626293,334.4987556222087,16521.708294524724,1.910021203486127,3534.672832798624,11140.553886969985,38228.9179420571,0.1254742067029003,22.646762688061617,4.19150961054091,0,0,5119.872895610056,1,2018-07-19 22:10:07.020702070,75
75.0,237.31191346550156,441.02098760264874,26781.45762220436,1.2573803061221849,61507.41275193906,13962.690331664411,6506.10024036231,0.2237996027209962,2.5016092936687464,0.0,1,1,5481.395092888486,1,2018-07-20 04:18:21.710171017,76
75.0,1946.0888207245184,766.9637314411248,42049.567965306866,2.57935912967855,142049.19656432272,46892.936748920154,9213.822681918082,0.2264028286269276,9.171065493768973,0.0,0,1,3518.201134790342,1,2018-07-20 10:26:36.399639964,77
74.00865340680586,97.13701913514342,311.51922877392826,16336.97645934049,1.8772518768472104,69662.79875399182,15562.850276461117,12421.71414160249,0.0775259379621972,3.682825553125583,16.469026184694332,0,0,-3187.601117377347,0,2018-07-20 16:34:51.089108911,78
75.0,1447.0638479418044,385.47636857028186,20038.275477696447,1.9032088000316871,5005.560630931617,13017.863320462033,98785.51134388847,0.1262209978805274,20.69672385855103,30.729625827536083,0,1,5128.269994459399,1,2018-07-20 22:43:05.778577857,79
75.0,88.92243438015612,325.17626754677735,18007.005740153156,1.7407655055048272,6342.4636092496585,12144.32746970905,6412.9162994429535,0.1184812372738285,23.783023208782687,0.0,0,0,-929.142402087518,0,2018-07-21 04:51:20.468046804,80
55.81870888307178,228.3548608304233,396.1807648322907,19909.84686892052,0.8207820003765224,5972.063963692817,16667.91990432885,33876.903587377245,0.2328985427501834,2.633650280565458,35.96475621753573,0,1,3606.610276308904,1,2018-07-21 10:59:35.157515751,81
57.04602158791438,113.79092371710249,427.14184942243094,22359.749042211308,1.8390355510363796,3534.672832798624,9099.104890623265,94844.9038669091,0.0772459447312301,5.622937717423666,0.0,0,0,4243.806989522504,1,2018-07-21 17:07:49.846984698,82
75.0,85.26134274626293,391.7547099801832,20120.052715371272,1.791083177623126,3534.672832798624,16122.324522494975,27318.874424354668,0.09435277874287,11.75198980305025,0.0,0,0,4890.713466738417,1,2018-07-21 23:16:04.536453645,83
75.0,99.60845541743538,400.4552193297007,20536.153440087335,2.174395835138916,3534.672832798624,13970.068817929669,14279.394140183187,0.2278167213004287,3.3741693762136657,0.0,0,1,-2582.9294955992677,0,2018-07-22 05:24:19.225922592,84
74.43432790576993,105.77893493337253,442.6281876055908,22153.952291500045,1.7407655055048272,3534.672832798624,12623.087905599225,15049.743968868604,0.2488284556167526,7.213037554093523,25.2893779341487,0,1,5357.256959209442,1,2018-07-22 11:32:33.915391539,85
72.77268568388709,191.3998505924735,447.52509899186146,22788.60684508116,2.0699966688390585,8990.718255359709,17445.615773495483,43101.108001307264,0.1235427657830305,9.04647123858908,0.0,0,1,3738.8421651520625,1,2018-07-22 17:40:48.604860486,86
75.0,86.51887117530168,366.0418527799986,19597.579557086123,1.567392751993684,66588.55416481313,17293.375019073686,106142.41451370444,0.1032698983587889,8.68151054824305,36.04354684645951,0,1,5330.946206460745,1,2018-07-22 23:49:03.294329433,87
75.0,5493.067196560329,605.7991571065952,36580.456195087856,0.3862406636224018,6048.849848223104,14001.635515786962,6416.2356969356515,0.1039095148726568,14.71668057637876,31.515967363341417,0,0,4471.868378819178,1,2018-07-23 05:57:17.983798379,88
75.0,96.60373511997636,669.4550679562899,42279.70651705815,1.7407655055048272,5137.587431726879,16313.950418776622,6401.034669266497,0.1139599508099613,7.6572941769235,0.0,1,0,5487.137359300313,1,2018-07-23 12:05:32.673267326,89
75.0,152.21693862527763,435.85336795340186,22992.84132962829,1.7407655055048272,4272.247726637041,16853.13236368235,6407.975817558337,0.16821001076933,3.3382252674543533,0.0,1,0,5870.851530553423,1,2018-07-23 18:13:47.362736273,90
68.81471014045734,213.3746768582829,281.6559966911519,14396.209344364795,0.774988570533857,3534.672832798624,7751.2909244129005,6407.465009732994,0.1352013383502969,3.899908572827872,0.0,0,1,-1057.769982432164,0,2018-07-24 00:22:02.052205220,91
74.61884332699788,85.26134274626293,427.29312328246726,20960.62384528505,0.6593770383892115,122790.89308957462,42396.84132286503,71237.874484398,0.2642783041788044,8.408649637447963,0.0,1,0,4963.5702564949615,1,2018-07-24 06:30:16.741674167,92
57.9643830063528,7563.367236016906,310.89303631248606,15798.4816725523,1.4293613699563896,3534.672832798624,13310.957993000666,29688.863901135875,0.0783245904532704,3.321052752823329,40.42176166541956,1,0,7458.44079139975,1,2018-07-24 12:38:31.431143114,93
70.02151604987097,108.64988164903798,356.1669220615667,20429.125809357294,1.5242257284231,3534.672832798624,14878.841440179149,63403.60543263967,0.0773661193218632,5.253412613938451,0.0,1,0,6362.033993804287,1,2018-07-24 18:46:46.120612061,94
75.0,85.26134274626293,396.0502628753796,21231.11790170374,1.7407655055048272,3534.672832798624,10261.235134846804,15603.546336062172,0.1157671723027188,13.562136660779167,0.0,1,1,3938.8406827817184,1,2018-07-25 00:55:00.810081008,95
75.0,208.45858874287603,387.7959622815485,20352.083443720217,1.7366467967808732,8437.619082582456,13052.458939864086,21242.25071917507,0.1326159039735807,3.4119944865065577,0.0,0,1,8314.783498622695,1,2018-07-25 07:03:15.499549955,96
60.93311953403531,6258.7567183321335,409.94173219992746,19987.995250982567,1.393502814607671,3534.672832798624,13303.59728676307,20184.00389301854,0.1235144180248323,2.189124827633906,5.223325572245759,0,1,5490.491769905147,1,2018-07-25 13:11:30.189018902,97
74.67837655983455,85.26134274626293,784.697158069542,43816.52285836004,1.7407655055048272,11699.726411231892,31525.892581189513,8022.800694562633,0.1217764115455467,10.145408450994529,0.0,0,0,3747.3132440416466,1,2018-07-25 19:19:44.878487848,98
68.18908486194259,180.0785996718032,445.05800370909685,23063.23577821519,1.6600027143360665,3563.147712997332,16336.503677378332,30125.48309722058,0.1497469187357362,9.44948472581749,0.0,0,1,-3149.3045773901617,0,2018-07-26 01:27:59.567956795,99
75.0,228.83337466619253,414.5603828456181,22350.03912378018,1.1994769631020132,140227.77769446,16438.59574731469,34254.879121869395,0.1022760832501262,3.5572433893338253,41.35576867302618,0,1,-968.584093565992,0,2018-07-26 07:36:14.257425742,100
75.0,85.26134274626293,397.317740691522,20868.419129620805,1.7407655055048272,6737.147690516205,8263.60235294351,8820.26487810311,0.1661826558154083,12.234442678512975,0.0,0,0,-1678.1648099772294,0,2018-07-26 13:44:28.946894689,101
54.718318205627185,137.5256676821939,402.56996632272944,18156.322660325015,1.7407655055048272,6567.148900763819,32058.12812425176,115388.48049313133,0.2085354318116436,4.520184918799906,0.0,0,0,4244.524609436606,1,2018-07-26 19:52:43.636363636,102
75.0,6212.11577316924,779.9763925528,44143.61211070945,0.2198061803686808,49003.9263018784,16758.98489301045,6400.9193698922245,0.2575685113612926,9.552164538968718,0.0,0,1,4741.437563819507,1,2018-07-27 02:00:58.325832583,103
74.46967849578444,325.1168901980251,405.74965642516565,21139.69013563206,0.5371210615238504,23159.543438326575,17507.978094245267,22827.87846284554,0.0995004394348788,3.8190711330768607,6.915290035141565,0,0,6072.09759127655,1,2018-07-27 08:09:13.015301530,104
75.0,127.62418157537331,819.6748074706629,44362.88782435017,1.9042269551759596,3534.672832798624,30643.624776324636,6399.667997922268,0.1095397988325243,6.43487789829987,0.0,0,0,6916.784982545771,1,2018-07-27 14:17:27.704770477,105
75.0,6357.374246628979,404.6544473827705,21536.9479915514,1.4358669846642584,35142.47360311137,46421.42883542869,15314.66378458713,0.0754189341642817,21.667973274277955,0.0,0,1,-2274.1114753807215,0,2018-07-27 20:25:42.394239424,106
73.9992638854023,85.26134274626293,401.4941983239976,21463.887065257797,0.3852886647557143,3601.9627921983374,10299.9848566409,100515.16951446162,0.082150038638923,3.332196887087884,0.0,0,1,5152.584812707654,1,2018-07-28 02:33:57.083708371,107
75.0,196.02542944217703,443.810595641708,22941.492990995554,1.7407655055048272,3534.672832798624,8114.298318824544,98008.43139926495,0.1927105172154726,3.739578188140008,16.113392000425637,0,0,7247.0176554566415,1,2018-07-28 08:42:11.773177317,108
61.551813505842205,610.5318826147394,385.3319919063012,17475.09412129611,1.6446828555061193,3534.672832798624,9845.753747502516,24485.03548729639,0.1085028963323219,3.807015085291768,0.0,0,1,-2430.4147086872845,0,2018-07-28 14:50:26.462646264,109
75.0,110.01669796744886,563.2880744658733,28305.753847945736,2.5465335731912964,3534.672832798624,8421.60491000506,6413.202396072731,0.1261059655600865,7.863550724813081,0.0,1,0,-631.8109762514222,0,2018-07-28 20:58:41.152115211,110
74.36416321777199,213.15022030611863,364.75740729478525,16649.345511145868,1.8617749975906883,3534.672832798624,8693.87066544936,31145.834442707554,0.1269736784607257,10.06073208212984,0.0,0,0,-1098.8563694707752,0,2018-07-29 03:06:55.841584158,111
75.0,3468.36281634854,406.5981710152483,20996.96757736727,2.4819230871940436,129777.67965461244,27325.59604884866,6400.569535991148,0.1177893098046466,7.222963299212296,0.0,1,0,-376.138587677858,0,2018-07-29 09:15:10.531053105,112
58.65627324937464,5328.270253095865,428.4190028557652,20925.381956257756,1.9254550284557832,3534.672832798624,12753.310614531416,70535.73626190325,0.0802477638786308,9.374240652878568,0.0,1,0,4829.656152814323,1,2018-07-29 15:23:25.220522052,113
