INSTALLMENT_MO_PMT_TOTAL,INSTALLMENT_CUR_BAL_TOTAL,PAYMENT_MADE_CNT_TOTAL,PAYMENT_MADE_CNT_TAGGED_TOTAL,AUTO_PAYMENT_MADE_CNT_TOTAL,Timestamp,Loan_Status,Application_ID
804.4659447666279,38364.59700413437,310.6697870615476,346.3239726861905,53.38722801632795,2018-07-14,1,55
806.8664911034181,6604.176847091847,152.42681036628437,37.95669586876919,27.156062430578828,2018-07-16,1,56
1426.7549254734288,138438.2657287665,1022.3523874261356,89.45262757849116,50.389092789301785,2018-07-16,0,57
799.8017437052772,8251.73747811353,326.9626994038822,51.709150520991656,48.53499359841511,2018-07-16,0,58
3011.1828749554224,109104.30910066744,1650.1267715362394,543.8854108873884,52.70386806946743,2018-07-16,0,59
774.9366377201437,10774.985637625512,221.6100651868956,45.52992985003951,32.2696182956066,2018-07-17,1,60
897.9199591643292,203803.2012562896,2129.109215859899,734.7914457143954,49.92324073578375,2018-07-17,1,61
758.4086265383443,6583.247490924445,224.6572163276532,49.08037534579206,25.556816967060207,2018-07-17,0,62
620.6528950968627,7479.393950267189,156.01949915055047,44.65656352682019,32.62375631124283,2018-07-17,1,63
782.6567396325661,8659.49524587463,165.43700352221197,37.91855210240632,26.37975741260447,2018-07-18,1,64
866.3851607535702,61415.686649228635,362.6345594635365,54.57482484309351,51.591251107883494,2018-07-18,0,65
6845.082935711117,9597.849250302475,1623.5050085683731,671.8481235484577,51.7614949920293,2018-07-18,1,66
811.1893225836465,152946.32615537866,152.7906883753284,42.42219710171947,24.907710529651496,2018-07-18,0,67
718.7985013895172,8701.470687547386,341.4021371612961,459.0871154723632,33.18096740942124,2018-07-19,1,68
710.8411235528818,6564.241256812278,161.04240091045511,41.18454614591079,54.425923828449456,2018-07-19,0,69
796.1433440167331,75401.56655516167,263.57835387094485,54.27115496073627,32.04726031602329,2018-07-19,1,70
6170.2661829884455,109757.83694259696,806.2118574293081,77.88673626895626,41.18511260497967,2018-07-19,1,71
885.9713632120805,7169.447183635784,352.74799649265066,62.26430375198211,29.85078017410271,2018-07-20,0,72
801.5720962725488,8766.383925233753,402.01662915667504,40.03725659080716,44.51671459739303,2018-07-20,0,73
890.7125011779954,9450.619207009431,306.8115685385943,45.789195958008406,49.16816849288699,2018-07-20,1,74
794.9923450340677,7330.367039976023,255.7015866558227,53.15492102320424,43.29976422174826,2018-07-20,1,75
2576.6985091699235,175798.80908678484,1252.5964547356868,81.08769670103595,173.62628578937006,2018-07-21,1,76
803.9631384574262,142397.96908911108,422.112781533565,164.8302711928677,250.88517241822035,2018-07-21,1,77
1029.794466546172,35750.984999220185,406.0528916245925,337.412317400357,49.31870345116158,2018-07-21,0,78
757.054539287369,23283.36398626104,483.19628241737826,78.90062433320017,34.47596764926014,2018-07-21,1,79
856.2197507116106,163226.7513958859,272.40846726568515,65.69577702565266,159.98259602692633,2018-07-22,0,80
718.3815719997749,11503.61487290539,143.56523811969032,38.45681041624894,49.20877901391481,2018-07-22,1,81
632.1319785923104,6856.7112825393015,148.88560808509982,42.726335548769725,22.844076366814292,2018-07-22,1,82
747.5358149138171,7533.094619889489,227.63938474115696,89.32610497291793,30.49004665066662,2018-07-22,1,83
637.7640775050426,7977.741710674152,143.0764192827241,37.815731755763665,23.27923708671627,2018-07-23,0,84
697.079771412381,8156.658585649708,295.7301411559886,52.8233530443424,30.709649982282514,2018-07-23,1,85
772.3503996786241,95609.92593043944,234.81393780840185,82.67962916639993,38.91746204224023,2018-07-23,1,86
883.396798841431,65631.64403052579,1555.7061561354765,81.63706390695351,38.12371596563197,2018-07-23,1,87
840.425284277415,9242.020535457796,227.2174902604251,41.91991691411356,23.29884503709779,2018-07-24,1,88
770.9643208906601,40766.62895557399,345.8645764298613,79.44369308042197,35.73712900960356,2018-07-24,1,89
654.6633635405992,6846.021853969782,544.8011192672024,69.77591801538344,126.44458954882803,2018-07-24,1,90
851.3300369318014,6530.624411570727,145.19764749419716,43.133380118132834,22.65230440196635,2018-07-25,0,91
804.3012973207594,8924.061525447116,1324.6122854388236,66.88183565241997,178.0821575565542,2018-07-25,1,92
763.5057425901723,7002.374344160846,199.8549986780233,82.64681300321989,27.54495381322576,2018-07-25,1,93
759.7128521793464,10027.877070304472,298.11958501405115,565.9175692716008,51.295623602171574,2018-07-25,1,94
3968.708180004981,8274.947737828494,383.1620338179655,100.4805720659387,35.89599627674008,2018-07-26,1,95
823.5562503147871,7416.227423692362,242.4352196837478,55.32586493436503,26.795871594588,2018-07-26,1,96
771.4370861796166,9992.436122106672,163.39030309250052,41.643980043583866,24.00593386494613,2018-07-26,1,97
635.9881760208436,145177.22763968713,346.21718272170085,396.34940334115146,83.99854863091456,2018-07-26,1,98
825.370866867831,8328.269000146414,356.9331750416843,67.57400170801102,37.40221142267085,2018-07-27,0,99
4449.332686574826,12185.782686276843,1313.975957424016,302.05806055817396,63.71154553329339,2018-07-27,0,100
6498.527327793726,7422.9429748978,150.46234759450698,36.63971421857437,27.85783252277627,2018-07-27,0,101
775.3535340014115,62060.12773601223,523.9109750464966,90.59644977337685,46.29086082329874,2018-07-27,1,102
6473.78833792767,8045.30171364281,231.75813794272855,67.02157590012725,41.325723020367214,2018-07-28,1,103
814.056361172299,11563.233723868456,1025.2442911941991,44.84316915813049,233.0128073225916,2018-07-28,1,104
725.1389697697846,7153.474593258059,150.11973935918866,36.1761175645716,28.020529811604916,2018-07-28,1,105
861.3279769006252,11425.31802555082,2120.7899315780624,668.8884498642376,45.829085436442824,2018-07-28,0,106
5900.771345452464,185259.5253186454,1012.7012681585296,506.67314982698,52.41167615991772,2018-07-29,1,107
826.8009966416442,7901.459535352431,185.25870688988775,38.59177819351548,24.087247323287727,2018-07-29,1,108
2576.6906775390303,7071.743114487741,179.58393943416945,37.904864726501984,38.77207168230103,2018-07-29,0,109
4462.219976978551,112360.3076423636,244.7494529590287,76.033052021636,28.000656677130827,2018-07-29,0,110
708.5283336234525,6744.131194939098,143.5119249643546,38.42014326859818,27.71597906846135,2018-07-31,0,111
838.4339074765613,68826.54407316835,525.5166350734781,87.73365471566207,51.51177066961553,2018-07-31,0,112
846.0164034318036,10261.50883319561,462.96109861648216,294.30006625856936,96.6137883261688,2018-07-31,1,113
814.0571345615127,84533.43811654739,1464.5303316368463,529.5052291316563,26.365319177170026,2018-07-31,1,114
755.9249336932423,7644.096960169587,289.22221786405566,47.32013111623044,33.68798856004469,2018-08-01,1,115
835.8253541958437,6971.489967197107,464.8481491269808,353.9545994536288,172.00153130479504,2018-08-01,1,116
852.002769899383,6561.560620581906,247.39985964937756,60.00041903728065,37.079772036459715,2018-08-01,1,117
830.8789186147976,54907.22173326899,260.7787136050512,52.97049611043899,35.23182000478797,2018-08-01,0,118
797.3419190192494,7061.438041222726,191.44015933179077,54.64814941951431,22.89665247258064,2018-08-02,1,119
642.4486105611435,8069.45163377919,227.11084456190008,39.10425999341193,28.246453585874846,2018-08-02,1,120
896.7464714450557,7163.540229915405,150.59622761660933,38.608636877921015,23.044370187217385,2018-08-02,1,121
888.073150295805,75560.20428952956,1484.3340207378524,643.3962351443331,39.73509595834636,2018-08-02,1,122
759.1137556152587,11488.216362156189,243.90390741294084,85.24234646050813,39.80044209218051,2018-08-03,1,123
745.1766627986332,6622.3261497691565,176.40826403213384,37.923440707289046,26.964993857179756,2018-08-03,0,124
787.7841688108144,6818.684527508478,172.833953972656,36.84816903984553,27.91612605729278,2018-08-03,0,125
4821.726773167559,11732.94515932834,216.7290837326485,46.41719045122208,27.28255039656512,2018-08-03,1,126
884.9065758143598,11642.817502519085,207.7902273980752,39.15305910804496,48.64622343040306,2018-08-04,1,127
2255.099294685612,103914.7818388115,346.48261784507986,52.42396117131135,168.47414827407,2018-08-04,1,128
1410.6313952403125,191273.83854899576,1557.6561371512532,79.86795549571085,47.8902311942331,2018-08-04,0,129
861.2995795217855,7708.949727396433,164.79986405422125,38.864047903918504,30.303326653493812,2018-08-04,1,130
773.6866416107513,7105.927371719896,333.3743489510092,78.4225684793977,71.37510020530028,2018-08-05,1,131
791.652676688809,8211.35796381791,1371.7468125987236,92.35877405051085,38.3221941109815,2018-08-05,0,132
7048.006010807048,11994.549088914971,1576.9598916447494,583.4458867179101,189.32729305105977,2018-08-05,0,133
2775.3763593548424,11021.17428129938,185.0859855653995,51.70054720226841,24.58503218739392,2018-08-06,1,134
4612.287017548048,9891.662371352975,320.85796914924777,57.113924984176904,266.87261625707976,2018-08-06,1,135
2314.3153855277023,10738.26093834531,255.83515389235217,51.907931425050165,24.037013363577167,2018-08-06,1,136
897.0083619143282,10349.49873093328,268.8202424384632,53.910367657113426,32.041760203309025,2018-08-06,1,137
878.0943207775526,10773.77681256616,248.14046179335156,49.38290410888983,37.26428432069973,2018-08-07,1,138
819.4775587584147,7092.2463599390285,259.9306406002472,89.41453254080699,23.88279406084709,2018-08-07,1,139
725.1376269507514,8196.468638646165,175.85751778895758,37.09556695041701,54.15303711257782,2018-08-07,1,140
853.257913798604,6646.27665204784,169.9187037557482,42.066842314898935,23.460046962696048,2018-08-07,1,141
846.762203049578,7527.803883167908,161.9193103059901,62.67177049334603,32.99237320756417,2018-08-08,0,142
7185.938460624486,212974.44561763504,313.4370672539871,60.03132256277368,45.941279165856855,2018-08-08,1,143
868.9183739065029,86128.29714610623,242.67287958649348,64.46149500719014,38.387287159214935,2018-08-08,1,144
5538.613764134807,8560.415380847651,1961.9219009416315,585.9726993643595,192.75313110857,2018-08-08,0,145
861.4867533323697,10590.798905868873,325.02053158039325,42.008839371088555,50.57576542238206,2018-08-09,0,146
2182.4790290259443,19828.263352027476,418.5595021865223,432.17606436923427,26.15051187947047,2018-08-09,1,147
896.8744485799675,11337.048678236828,314.65815046878635,175.24460715674283,168.57862672438534,2018-08-09,1,148
802.4761096079823,7046.48917039315,416.05312937286226,209.5754224022903,52.50791229219838,2018-08-09,0,149
795.9178294725841,190937.70487359332,1219.7114849105403,79.82565234562632,161.50070007633906,2018-08-10,0,150
3304.697099086544,13208.993333628809,248.14108312669913,78.87926537126327,29.54427581219445,2018-08-10,1,151
684.9860921906843,8885.66423577525,190.63683901021847,37.28504222505839,30.514155851024803,2018-08-10,0,152
645.2819994720073,6756.357647223162,226.6077719684032,42.39182824834499,31.21238038075559,2018-08-10,0,153
726.5757089936443,6813.572360173173,737.7117302458148,301.3844701901992,25.529216033168566,2018-08-11,1,154
770.5680644580181,8384.79110103927,180.3842500682541,36.32226209478283,25.03233856578705,2018-08-11,1,155
793.4165456272134,10457.861235052456,210.30570287150297,39.75493977116855,35.88901980886709,2018-08-11,0,156
815.8445619812297,7717.8499593931265,1199.8686202975507,70.0434404026984,25.679499376568177,2018-08-11,1,157
2873.6482213764807,100993.08926658332,1267.4289002915518,53.92964346974679,40.812804881471614,2018-08-12,1,158
671.348270050315,10890.770646764297,159.2096771356875,38.257341194867834,23.542924254782285,2018-08-12,0,159
1882.8119216118123,84257.92583099111,414.4119835488915,716.4019032793002,40.13475307609545,2018-08-12,1,160
758.5857150891951,11169.421183948612,358.20703768951336,85.22176133993395,37.45331156517256,2018-08-12,1,161
860.3859322305016,201110.21535990463,323.69038317811817,86.55728910288235,27.74479233868429,2018-08-13,1,162
795.1929923421264,7870.113518492144,368.392505738439,62.063215236460465,40.798272092082435,2018-08-13,1,163
6625.241206785124,80024.57622720716,582.9103658024746,59.28609074726597,151.0631704726504,2018-08-13,1,164
5048.553675996594,8113.952666438228,425.587146375304,72.28475436883359,164.03547588201275,2018-08-13,0,165
849.0269977726089,8637.254392733816,457.6305228992717,84.6079995470309,195.70495518643372,2018-08-15,1,166
823.7056570157616,6911.958920633744,165.3140789101244,41.22407754592476,23.792796078782416,2018-08-15,1,167
801.423455804821,6905.546182116836,169.36000565722952,52.00616301983692,32.69967759191965,2018-08-15,0,168
639.4050128668773,8546.685196453152,206.49449721720515,365.3862108721093,44.79958772599197,2018-08-15,0,169
704.1242615351074,189904.85857391308,1963.8665511116471,58.16096148873862,40.120376238594055,2018-08-16,1,170
3166.57200598059,8871.451876889874,2119.7257986377726,738.9991569603237,272.6069987522136,2018-08-16,1,171
668.244733934715,8212.76172441307,331.5536123778532,54.730440375250254,44.77748681990843,2018-08-16,0,172
624.4104549519103,7135.632838637979,157.39787417777245,39.33297918285747,29.315625619562567,2018-08-16,1,173
731.5147082443987,6695.175109715776,164.50760718314848,566.6887572635302,224.82837150977952,2018-08-17,0,174
829.6268273969529,43382.23648785763,158.79261428687175,41.22059867012064,31.168589802211777,2018-08-17,1,175
774.096002004056,6841.906379823256,145.84036589999965,38.04498669532232,29.17787052832429,2018-08-17,0,176
5231.461491743556,81175.79489028608,276.4255782431951,69.27707303734039,86.59640101191182,2018-08-18,1,177
680.5984838227852,7154.963623962743,152.54040933159547,53.32260357908572,30.514025584769577,2018-08-18,1,178
3737.5975355487735,9649.325074519747,1926.623337994576,648.2645636454007,144.4945567351586,2018-08-18,1,179
5703.7636482076505,11572.344016615836,406.12661411251935,55.74155831334504,33.77244619131794,2018-08-18,0,180
5147.68483545532,10962.731123065085,208.57985428304232,55.0193479225174,39.55540353211083,2018-08-19,1,181
808.9003159594065,16635.62606646116,215.8254457890639,71.23447010892457,37.79528025119832,2018-08-19,0,182
770.9646221634177,16664.64005894751,223.86603346709245,40.49293846458049,42.248801676053525,2018-08-19,1,183
776.982482974551,7007.899966914934,213.71012571054192,39.38412229677621,23.403243115642496,2018-08-19,1,184
870.8157268234768,7425.315443701107,196.0346796213666,58.594264532409184,45.45571003077688,2018-08-20,0,185
4567.656716341931,49235.94338534354,1242.1671749105535,233.40537515052608,30.393521911065207,2018-08-20,1,186
805.1607324286064,9406.02344843003,239.63829440414025,461.9197881371376,129.25313047610882,2018-08-20,1,187
737.2269898138474,9341.836922522336,276.2481766672598,293.95671125113427,28.500351667628458,2018-08-20,1,188
7150.257545174311,184205.62495279507,1986.817837427756,76.20426408091865,255.5419098835145,2018-08-21,1,189
697.1548943545845,124632.9216276145,1617.8579488638256,65.59801702541422,44.913688252996536,2018-08-21,0,190
697.31974572731,6703.671581129824,269.5173891995829,40.47099390927315,28.247357875937738,2018-08-21,0,191
750.892916469987,7587.589139358406,179.1509610677577,41.230231507358056,43.55280359610852,2018-08-21,1,192
4382.1454268816,11205.514922051578,1883.5369118831843,72.58805455499012,236.44677887999995,2018-08-22,1,193
835.2036280368927,7302.07764594095,243.36634471907985,40.63585272571001,27.502945884359967,2018-08-22,1,194
781.3605784295409,7435.764695084708,169.9482837096329,39.9352449412205,23.29965327969433,2018-08-22,1,195
779.8500549308912,11030.265462902087,402.6262091537913,80.08303049388633,42.45058823982359,2018-08-22,1,196
821.1560456744506,60535.67687217906,322.52823320574385,56.56722962832255,53.89958391964212,2018-08-23,1,197
838.5794569706362,29768.30211423083,225.4040875079628,58.935669191570454,31.378264166130258,2018-08-23,1,198
1451.935715067827,82751.21829267908,1541.1806431738244,58.000531894041984,258.6448980228652,2018-08-23,1,199
652.1888745592653,8108.862647492311,298.65387388953314,43.80562854859846,45.1096759595747,2018-08-23,1,200
3270.838899737809,9003.60532519325,181.44760017546625,44.70822506339442,27.06579922330932,2018-08-24,1,201
788.0483604645776,7891.554945915414,195.55461561216833,40.883667232604,45.611165846533666,2018-08-24,0,202
4212.762120256451,10159.327118557,272.4716426386311,88.28865331036275,34.70734255213707,2018-08-24,0,203
743.1879670190706,7317.958720141389,172.28819042592892,59.33322678299603,49.753586782334835,2018-08-24,1,204
733.2420985657856,6676.781930155161,183.44434396216508,54.25636111642318,35.04349859437041,2018-08-25,1,205
749.4257577186678,7225.432327419949,401.6252208110526,51.27962161422237,164.37879666317946,2018-08-25,0,206
976.762570835323,8310.840886334947,1497.9039705377438,657.047861798473,52.51651914284728,2018-08-25,0,207
696.542192389915,12150.672748708792,168.1502086138446,56.18593481565365,38.421441831046,2018-08-25,1,208
837.6480826609476,12219.757469987657,424.175565585896,204.72080504949696,27.282854932703252,2018-08-26,0,209
831.2075381180165,181338.89677059423,679.1348385179394,295.70045619372223,35.491292056212814,2018-08-26,0,210
726.7487208938799,7116.657823880378,372.77817830981394,418.3701956526097,50.98608569817179,2018-08-26,1,211
876.9264087474631,190297.56428201377,2041.361767438379,755.7300411349432,262.21108339989394,2018-08-26,1,212
5555.447566235416,108537.87945616202,336.14928630937334,212.78300190667736,70.2587027728166,2018-08-27,1,213
5995.773895335938,6771.892289982119,258.3659950965088,75.87656772710284,155.56572919760413,2018-08-27,0,214
892.7349060169122,9543.84989633983,299.0983787915105,75.4917480737249,28.49276430715009,2018-08-27,1,215
4503.183958374533,144972.37207153282,1423.4778476511042,62.20701486506849,193.33798252628756,2018-08-27,0,216
4434.865495073116,6934.716312147153,396.4202989625808,47.12399962646498,37.51177964045594,2018-08-28,1,217
799.8706883060352,12197.477608815989,175.97658181635012,46.5130973450091,56.76008296971105,2018-08-28,1,218
4273.277263460843,130051.21075743117,591.859030599299,68.85650991633403,76.6381458348357,2018-08-28,1,219
784.1933526976451,11261.560555868176,210.68586135363864,73.91776133226479,87.45887590276163,2018-08-30,1,220
773.8287410673304,200128.86137054817,1269.8985867266892,65.85627882126559,48.852003193767665,2018-08-30,1,221
6553.164660263867,12110.398139886242,264.18141039127653,82.37608053967146,34.85745206125158,2018-08-30,1,222
7226.020359882183,8755.699391808208,234.87679812692335,54.60552270250963,27.700654025089243,2018-08-30,0,223
813.3415702908771,140126.9750298551,232.02270098046563,39.669289982398865,31.5351577357336,2018-08-31,1,224
869.0258358673852,7344.66108529249,267.77986334167065,56.07723013225901,51.46101254973657,2018-08-31,0,225
739.1374132169717,34289.23834801607,346.24922673957906,53.69943158444477,51.10180658771968,2018-08-31,0,226
869.2765416058454,77766.39041129114,284.4936336313649,51.62913062729368,69.47140292794695,2018-08-31,1,227
647.6130536481345,7019.195818568973,187.78147410391057,37.712980314902026,53.88022368587187,2018-09-01,1,228
834.1994546095788,90672.30376777358,192.1432923997823,46.460836276110584,25.56579997814609,2018-09-01,1,229
825.9005571908665,7196.794407461024,259.92618214322715,490.3029264013268,28.84290782756456,2018-09-01,1,230
807.3804948737161,8256.278990025734,2123.823658555403,704.8848337046356,39.75521964802461,2018-09-01,1,231
775.1028212654214,11929.805059628594,1276.5949595804152,739.9481155439969,146.10389156936088,2018-09-02,1,232
753.7878348242333,28429.612314297676,141.60129728907646,35.80770836649961,34.12107690570708,2018-09-02,1,233
6021.136352634972,8802.785681769521,289.35966381395616,503.18746020225694,27.825402204406583,2018-09-02,1,234
2000.575302617336,8215.106684089293,222.4188950929195,188.4757137095627,37.31224003496859,2018-09-02,0,235
639.1830024628823,111405.74571806913,359.447447997244,715.3224662350543,24.41329158016393,2018-09-03,1,236
719.5472749129611,8756.052051741863,332.2192538184148,45.87608300831347,69.63559563290681,2018-09-03,0,237
723.6683404006629,10896.005838583686,198.0878062898583,58.646840871341,30.152928994613532,2018-09-03,0,238
892.7302015432699,7039.92323306718,219.50780392558323,50.49834864848921,23.29499413352756,2018-09-03,1,239
800.2591878263452,7054.930709124485,375.6442134650955,61.68159161816982,29.863121021708945,2018-09-04,0,240
793.870546869627,8698.576182460056,1454.9250880749155,89.18079287091868,46.30155051705205,2018-09-04,1,241
5072.534407060562,11982.748879817686,1861.5393292693664,84.82654709947565,49.9724873425948,2018-09-04,1,242
3648.2266274357944,163675.57769108005,394.8416661020053,75.86008557220856,156.79235594441332,2018-09-04,1,243
5713.330644513274,10877.54475402035,250.5850930950408,52.12339424388618,30.62481196935401,2018-09-05,1,244
836.5810175229533,7330.5609017865645,298.24009516480737,289.3696556679654,33.75538188993396,2018-09-05,0,245
842.8693422443432,11550.880528767,262.3853115258979,89.6650487992622,46.38394398180162,2018-09-05,1,246
762.9334256060831,6917.1948452537035,393.7670714987564,66.74794750560217,35.49014655597909,2018-09-05,1,247
783.7876557506048,69154.30222224386,213.88723773085903,56.320396940216185,52.152029565205794,2018-09-06,1,248
877.6207152787101,6642.886376980074,155.40505953880188,39.48379647107042,23.11239859068678,2018-09-06,1,249
776.9671425254962,7103.517951364491,236.5333681358292,67.28422344961287,28.356046071674193,2018-09-06,1,250
626.0692640415684,8877.077050007574,299.5045018657331,38.30720540448306,37.47204342145347,2018-09-06,0,251
686.9081423528405,6839.706592630839,1410.8854104070774,81.80674650256272,98.20159060152398,2018-09-07,1,252
791.7491072672389,12100.264303082193,384.90845061024174,380.2860419139383,134.09545118659008,2018-09-07,1,253
743.2356580558506,6632.61229277058,201.99087909671243,49.65916766314855,23.74579349993663,2018-09-07,1,254
802.3724931157836,9823.441242306237,216.714658900419,40.60557177591913,27.34547979235846,2018-09-07,0,255
812.9170824068697,120604.26564390188,678.8513863448816,88.33725959797455,157.73151058420916,2018-09-08,1,256
6656.005658341493,10750.37842465676,262.6553149614185,70.23850044309353,34.72066562151562,2018-09-08,1,257
832.3794603742323,130522.14322550886,249.32778132783568,55.04365392385438,50.804715267500455,2018-09-08,1,258
833.578767419222,177670.97637661482,396.0027375230488,71.86764376871584,30.50830383631422,2018-09-08,1,259
712.9784915066224,7155.168620897552,171.487018305599,38.84464440452153,29.453068991762898,2018-09-09,0,260
4048.5029287618736,33351.91910818143,1639.464691713444,425.30515573033415,47.38953454242467,2018-09-09,1,261
808.4209586251089,10156.576235503691,155.08094584288523,37.33867802436248,23.40648740028586,2018-09-09,1,262
637.1438465602174,7331.68732068206,148.6682012638774,37.01462640020696,35.34060407797973,2018-09-10,0,263
921.1335269121136,8206.131868643453,414.4876436683339,59.76200112812569,55.920038684022614,2018-09-10,1,264
856.6211274778216,7480.23602417509,225.02272384330803,320.37730450032103,36.204380425122466,2018-09-10,1,265
801.4123567259267,8838.713442166416,344.15979676144445,66.02999004409914,44.095685367810674,2018-09-10,1,266
4975.672404925045,8879.488472460507,1519.4508989080675,657.5523416391244,73.82925797657155,2018-09-11,1,267
818.2597656024277,6927.93541568159,188.89790125230445,70.80852914544138,23.818999909939905,2018-09-11,1,268
